BDP;Seeds;TotalAdoption_mean;TotalAdoption_sd;AutoRatio_mean;AutoRatio_sd;HybridRatio_mean;HybridRatio_sd;PrivateGrossInvestmentToGdp_mean;PrivateGrossInvestmentToGdp_sd;Inflation_mean;Inflation_sd;RefRate_mean;RefRate_sd;BondYield_mean;BondYield_sd;CorpBondYield_mean;CorpBondYield_sd;DebtToGdp_mean;DebtToGdp_sd;DeficitToGdp_mean;DeficitToGdp_sd;Unemployment_mean;Unemployment_sd;ExRate_mean;ExRate_sd;CurrentAccountToGdp_mean;CurrentAccountToGdp_sd;SocialTransferSpend_mean;SocialTransferSpend_sd;MonthlyGdpProxy_mean;MonthlyGdpProxy_sd
0.0;10.0;0.0897;0.0032090150790823296;0.03625;0.0017277152543170996;0.05345;0.002692479237514089;0.09899;0.002881531228743188;0.02904;0.017143460042308326;0.03083;0.007221426451886082;0.05717;0.008678587954782097;0.08524;0.008854904479063189;0.6934400000000001;0.046467245333556055;0.0769;0.014007220360307833;0.07401;0.016975436502324304;4.32673;0.09759031201917549;-0.09747;0.01244713710948113;6023276190.476191;195339744.8636958;447800841363.66187;12798376196.890926
500.0;10.0;0.0936;0.004098238103814315;0.03771;0.0032436091009861237;0.05589;0.0018150298436481235;0.0973;0.0023390406390465103;0.03053;0.017300998686652618;0.03229;0.007433624807439355;0.06838;0.00844877374402805;0.09597;0.008485418866109871;0.75907;0.04066852591378252;0.09191;0.008349244809495579;0.06588;0.005131558134610665;4.35335;0.10496092659228531;-0.10322;0.015298060879296653;16768688095.23809;528579435.380744;450549167119.6738;14327151243.399288
1000.0;10.0;0.09602;0.004526416291553887;0.04027;0.0017493173271625443;0.05575;0.003361629895683871;0.09733;0.0016746807324250082;0.03262;0.017643746137874967;0.032780000000000004;0.008042360073731812;0.07909;0.008702547519740029;0.10633;0.00874338480096683;0.82864;0.0415805029096838;0.10941000000000001;0.00783658797635241;0.06715;0.007524515488277853;4.37662;0.10104022081439754;-0.10997;0.013832011985085737;27507138095.23808;858417876.0439578;452891386469.42145;14627976218.769358
1500.0;10.0;0.09876;0.00323838093977702;0.04128;0.001556206213127867;0.05748;0.002640622822155579;0.09483;0.0025712297101235884;0.03398;0.018210119286936163;0.03387;0.008654870176829794;0.09023;0.009434104797665401;0.11689;0.009469301276581429;0.89645;0.040853484823478906;0.12476999999999999;0.00770512816246427;0.06329;0.0019209083499451213;4.40217;0.10996861218850888;-0.11377;0.017156407937949404;38245223809.52381;1198361062.495282;453027115221.1762;16376044050.268614
2000.0;10.0;0.10187;0.00748450992977422;0.04552;0.0039787770315345234;0.05635;0.003953409217933863;0.08384;0.006679354592906248;0.03334;0.018275071059293376;0.03352;0.008589373279426929;0.10088;0.00938068938475917;0.12708;0.009526897594588583;0.97115;0.04072810250101682;0.14204;0.007256139163188342;0.06675;0.003284052374734607;4.40951;0.1077183101117602;-0.11276;0.013830578038856107;48982047619.04762;1528257714.1030743;447124061943.75714;15692287459.87387
2500.0;10.0;0.08417;0.004280719046556962;0.03762;0.0033878213254735457;0.04655;0.0018349992431121662;0.07428;0.0014156270695349126;0.03355;0.018845644943416857;0.033;0.008324128249319033;0.109;0.009014186350168023;0.13515;0.009254818564762183;1.03004;0.03334333849845009;0.15446;0.0060327255679152;0.06832;0.005299853247444163;4.41845;0.10537633352260194;-0.12359;0.013110424181628232;59780276190.4762;1866489498.4355564;448419173411.1738;14238587962.323679
3000.0;10.0;0.08202999999999999;0.0026779137817006388;0.03652;0.0016382917933017917;0.04551;0.0022387744663344526;0.07439;0.003973928926278263;0.03687;0.02009361700750874;0.03443;0.010074616066574888;0.11615;0.011217075277351836;0.14256;0.011800960412892953;1.06729;0.029399109963852105;0.1655;0.005590070562067073;0.07068;0.008041669257339824;4.4656199999999995;0.10408840046379392;-0.12964;0.01506727137429557;70611333333.33331;2190390363.62798;455488527085.13336;13907093050.759607
