BDP;Month;Seeds;TotalAdoption_mean;TotalAdoption_sd;PrivateGrossInvestmentToGdp_mean;PrivateGrossInvestmentToGdp_sd;FirmBirths_mean;FirmBirths_sd;FirmDeaths_mean;FirmDeaths_sd;NetEntry_mean;NetEntry_sd;LivingFirmCount_mean;LivingFirmCount_sd
2000.0;6.0;10.0;0.04654;0.0023894211293393488;0.11266999999999999;0.004846315897439803;3.4;0.8432740427115678;2.7;1.766981104093143;0.7;1.5670212364724212;10013.5;17.449928366615147
2000.0;7.0;10.0;0.0471;0.002340939982143924;0.11519;0.0045914050137185695;5.4;2.756809750418044;7.7;6.290204024248074;-2.3;4.2176876234364356;10011.2;13.628401716024273
2000.0;8.0;10.0;0.04758;0.0024589067127937622;0.11727;0.004284870022662427;4.6;2.5473297566057065;1.6;1.0749676997731399;3.0;2.5385910352879693;10014.2;14.830898676599324
2000.0;9.0;10.0;0.04825;0.002579082524206363;0.11725;0.004104536785341583;4.8;2.2997584414213788;1.5;1.2692955176439846;3.3;2.0575065816014617;10017.5;15.671984912930178
2000.0;10.0;10.0;0.04898;0.002559861107343303;0.11834;0.005010034375575125;6.0;2.3570226039551585;2.0;1.7638342073763937;4.0;2.309401076758503;10021.5;17.557840920163784
2000.0;11.0;10.0;0.04962;0.002452572345744588;0.11976;0.004620774345881387;7.2;2.2010098692292237;1.6;0.9660917830792959;5.6;2.4585451886114367;10027.1;18.651481919080258
2000.0;12.0;10.0;0.05043;0.002642830973701411;0.11822;0.0032416730933955136;8.8;2.2010098692292237;4.1;1.449137674618944;4.7;1.8287822299126937;10031.8;19.048476171191343
2000.0;13.0;10.0;0.05115;0.0025966859220509855;0.11746;0.003554089975725932;3.7;2.3118054512532935;4.1;2.998147576235848;-0.4;1.5776212754932308;10031.4;18.98654494343004
2000.0;14.0;10.0;0.05192;0.0027547131328768955;0.11642;0.0038611454834601155;4.9;2.5144029554194813;5.0;2.309401076758503;-0.1;2.0789954839350235;10031.3;19.2067696398952
2000.0;15.0;10.0;0.05272;0.002917304692120222;0.11593;0.0032138761643846834;5.8;2.973961069759395;4.2;2.250925735484551;1.6;2.0110804171997807;10032.9;20.278340935863344
2000.0;16.0;10.0;0.05338;0.0028912896007760197;0.11585;0.0032941867989940508;6.9;3.8427420765212266;5.0;3.2317865716108862;1.9;2.6012817353502227;10034.8;21.575706503174146
2000.0;17.0;10.0;0.05426;0.002846127974010383;0.11616;0.0033270607648994543;8.9;4.094712037087183;6.9;2.8067379246694513;2.0;2.0548046676563256;10036.8;22.601868162708243
2000.0;18.0;10.0;0.05514;0.0028476891216095432;0.11703;0.0032571459899734304;9.5;4.352521619066865;4.8;2.6997942308422114;4.7;2.7100635498903793;10041.5;23.791922065179087
2000.0;19.0;10.0;0.05585;0.002846928169097352;0.11802;0.0037820629291432997;10.0;4.109609335312651;6.2;3.2591750830880843;3.8;3.359894178227774;10045.3;25.329166323956787
2000.0;20.0;10.0;0.056690000000000004;0.002814032298637984;0.1195;0.003802046232695699;9.3;3.6224607965059086;4.0;2.1081851067789197;5.3;2.8693785622209793;10050.6;27.21192549028622
2000.0;21.0;10.0;0.05761;0.0028857696835795235;0.12084;0.004072727723665197;9.6;4.5995168828427575;5.8;4.391911757866827;3.8;1.6193277068654826;10054.4;27.81366570590795
2000.0;22.0;10.0;0.05852;0.0028596037021470892;0.12158;0.0035888097686497056;10.1;4.483302354291979;5.8;3.2249030993194197;4.3;1.888562063228706;10058.7;29.371376845115343
2000.0;23.0;10.0;0.05932;0.0030589758634767504;0.12227;0.003586099707357718;10.5;4.034572812303401;7.0;2.160246899469287;3.5;2.5495097567963922;10062.2;31.161942600978307
2000.0;24.0;10.0;0.06038;0.002940823769702028;0.12302;0.0031226057494769754;10.6;3.9496835316262997;7.4;2.4585451886114367;3.2;2.573367875415838;10065.4;32.98551870813076
2000.0;25.0;10.0;0.06111;0.002978235868578728;0.12189;0.0035331603731252035;6.6;2.4585451886114367;7.0;4.0;-0.4;2.3190036174568114;10065.0;32.82614134429381
2000.0;26.0;10.0;0.062150000000000004;0.0031092156924572194;0.1211;0.0039392610700203345;6.7;2.406010991015812;6.8;3.4896672875473067;-0.1;1.8529256146249728;10064.9;32.593284925306655
2000.0;27.0;10.0;0.06305;0.0031542739964125566;0.12017;0.003748199567792515;7.3;3.1640339933558095;7.9;3.9001424475410014;-0.6;2.4129281427805145;10064.3;33.159714514251576
2000.0;28.0;10.0;0.06411;0.002998314341240572;0.11894;0.003424162509123784;7.4;3.7178249316263163;7.6;4.141926551202418;-0.2;1.4757295747452437;10064.1;32.89528841642827
2000.0;29.0;10.0;0.06509;0.002997573092427347;0.11767;0.0038525748965248328;8.5;3.6590830666833583;9.9;4.280446497997869;-1.4;2.875181153713043;10062.7;33.300150149811635
2000.0;30.0;10.0;0.06607;0.00301553385728704;0.11664;0.003823668976839448;8.6;3.533962208186286;8.1;3.142893217686178;0.5;2.1213203435596424;10063.2;34.04180436528658
2000.0;31.0;10.0;0.06718;0.003014704702693855;0.11475;0.0036621942420721858;8.3;3.093002855909879;6.5;3.4075080500434787;1.8;2.2010098692292237;10065.0;35.046001515468525
2000.0;32.0;10.0;0.06837;0.002946202829255161;0.11334999999999999;0.003536240942017385;8.1;2.8067379246694513;7.5;3.719318934070233;0.6;3.025814858109391;10065.6;35.618971224771656
