Seed;HH_Employed;HH_Unemployed;HH_Retraining;HH_Bankrupt;MeanMonthlyIncome;MeanEmployedWage;WageP10;WageP50;WageP90;MeanSavings;MedianSavings;Gini_Individual;Gini_Wealth;MeanSkill;MeanHealthPenalty;RetrainingAttempts;RetrainingSuccesses;ConsumptionP10;ConsumptionP50;ConsumptionP90;BankruptcyRate;MeanMonthsToRuin;PovertyRate_50pct;PovertyRate_30pct
1;85103;5615;68;0;13760.05;10824.95;5315.72;10419.30;16910.52;-229.22;45376.42;0.282600;0.001100;0.677000;0.033800;8;0;0.00;3996.15;10977.63;0.000000;0.00;0.138200;0.069200
2;82221;5474;123;0;13772.71;10778.06;5370.35;10372.13;16742.62;-3957.73;45193.08;0.280300;0.002300;0.677400;0.033100;10;2;0.00;3912.18;10826.02;0.000000;0.00;0.134000;0.068200
3;85394;6212;131;0;13904.17;11074.71;5533.89;10628.14;17315.99;-13572.78;44438.45;0.283400;0.002200;0.676100;0.034200;14;0;0.00;4054.80;11134.12;0.000000;0.00;0.135300;0.072400
4;87874;7105;371;0;13580.67;10856.15;5435.94;10439.78;16895.17;2562.58;45201.35;0.288900;0.001800;0.674200;0.036400;33;3;0.00;3947.61;10852.64;0.000000;0.00;0.142500;0.082200
5;82553;6049;286;0;13809.71;10958.59;5489.31;10576.43;17068.48;-1334.87;45768.31;0.283500;0.002500;0.677000;0.032600;38;1;0.00;4114.22;11060.20;0.000000;0.00;0.138400;0.075300
6;86292;5834;98;0;13742.02;10849.69;5389.01;10465.55;16898.30;-2083.47;45695.37;0.280400;0.002700;0.677300;0.033300;12;2;0.00;4078.10;10960.41;0.000000;0.00;0.136300;0.069600
7;81408;5391;95;0;13923.37;10954.68;5485.87;10525.91;17146.64;152.29;45551.97;0.278900;0.002400;0.676200;0.033000;8;3;0.00;4170.37;11105.00;0.000000;0.00;0.132000;0.067200
8;80263;5863;306;0;13866.59;10991.98;5458.29;10606.63;17101.41;-1683.22;44608.37;0.284800;0.001500;0.676700;0.034500;14;5;0.00;4033.01;11035.45;0.000000;0.00;0.140600;0.075400
9;86302;5992;73;0;13723.70;10848.17;5411.27;10441.76;16984.55;-503.70;44802.01;0.280300;0.002300;0.675900;0.034000;2;1;0.00;3996.97;10896.07;0.000000;0.00;0.136000;0.071200
10;84540;6510;204;0;13778.87;10867.63;5412.12;10413.45;17025.37;-2892.43;45133.06;0.287500;0.002700;0.675300;0.033700;30;1;0.00;3894.36;10882.80;0.000000;0.00;0.140300;0.077100
