Seed;BankId;Deposits;Loans;Capital;NPL;CAR;GovBonds;InterbankNet;Failed
1;0;3280109340.55;261674502.15;783338392.28;0.004800;2.599000;1745568165.35;0.00;false
1;1;1669966701.97;154221979.67;433063901.64;0.006300;2.547100;935175241.74;0.00;false
1;2;1200747260.44;101101394.93;318254705.04;0.003300;2.796800;674241584.03;0.00;false
1;3;1233446016.05;116267622.10;316575845.83;0.014500;2.511300;675688924.35;0.00;false
1;4;1254930512.53;126856983.08;327224442.84;0.002100;2.347800;700190312.32;0.00;false
1;5;594898552.79;49937593.05;161821285.28;0.005400;2.833700;341132469.38;0.00;false
1;6;6750526222.91;561256234.18;1617616595.60;0.005100;2.603200;3667828238.21;0.00;false
2;0;2895398796.75;281247125.60;695361050.14;0.005100;2.171700;1604382801.77;0.00;false
2;1;1885348095.75;199594870.37;464242070.02;0.002100;2.106500;1089202223.31;0.00;false
2;2;1021735132.92;110863529.79;262737330.38;0.009900;2.153900;598281633.47;0.00;false
2;3;1441182395.40;146238503.55;342122887.72;0.005800;2.128000;822352724.33;0.00;false
2;4;1294237359.97;115284463.27;360756109.20;0.006600;2.785400;743808808.68;0.00;false
2;5;386249304.30;39239443.18;117807015.66;0.000100;2.624000;235284173.72;0.00;false
2;6;6826805718.57;590183769.06;1647031908.18;0.031900;2.541000;3791705594.48;0.00;false
3;0;3636796113.19;293789918.41;888300626.98;0.007100;2.679200;1900623238.50;0.00;false
3;1;2381651024.17;189883593.32;654643609.78;0.013800;3.145200;1289855858.75;0.00;false
3;2;1159235074.28;121541006.92;391396760.50;0.006100;2.874900;678072899.17;0.00;false
3;3;937413606.60;98514223.89;262847445.34;0.014600;2.458200;524628761.64;0.00;false
3;4;1335054693.99;108782552.45;386236922.01;0.009600;3.198400;719254751.12;0.00;false
3;5;383695689.31;36694322.93;124280460.25;0.000000;2.925700;224900526.36;0.00;false
3;6;6496831090.56;545629246.26;1631560252.25;0.008600;2.717700;3461148223.52;0.00;false
4;0;3104416142.73;257476322.47;731217974.92;0.012100;2.518500;1638915047.27;0.00;false
4;1;1855094159.44;207728820.40;463925599.67;0.001200;2.047100;1032621151.03;0.00;false
4;2;1312057678.93;116981860.13;308892562.00;0.004600;2.336900;721364441.08;0.00;false
4;3;1333488418.09;133781679.79;303450730.76;0.005800;2.098500;717756590.62;0.00;false
4;4;1157065358.59;106491434.18;290789421.29;0.001400;2.464100;632377971.63;0.00;false
4;5;389082807.10;43285207.92;114731697.21;0.010100;2.361600;224876022.62;0.00;false
4;6;7556706900.52;631063087.86;1674659803.88;0.005900;2.394300;4015314131.02;0.00;false
5;0;2621008401.51;246959092.45;636506554.19;0.005100;2.263200;1407803142.23;0.00;false
5;1;2006814273.71;185660552.14;549676901.03;0.008400;2.670100;1108674499.72;0.00;false
5;2;1505064678.15;131213639.36;388279370.93;0.007800;2.707100;825940240.31;0.00;false
5;3;900467011.81;97815131.01;252343125.53;0.013900;2.375800;510803992.12;0.00;false
5;4;1496608949.11;130984714.23;371751387.87;0.004300;2.569500;814826501.19;0.00;false
5;5;556544976.34;55666631.38;176955945.20;0.002400;2.680600;326467045.68;0.00;false
5;6;6866467526.16;602011956.06;1586060060.11;0.006700;2.396500;3695784215.82;0.00;false
6;0;3057757364.10;250154088.43;697039419.17;0.005700;2.422200;1619081141.69;0.00;false
6;1;1723576481.86;165754723.10;475870756.54;0.013000;2.621100;955857340.45;0.00;false
6;2;1220129406.30;110967908.52;332426243.00;0.017800;2.724900;680226751.74;0.00;false
6;3;1169598550.78;108571735.45;299975377.16;0.005000;2.528700;651544243.58;0.00;false
6;4;1210400991.15;111256849.08;319400229.72;0.008300;2.613700;664595271.18;0.00;false
6;5;500963704.66;47750828.95;149792538.60;0.011700;2.679900;291990945.06;0.00;false
6;6;7437446576.77;582861044.19;1830218326.25;0.012000;2.866900;3970097846.86;0.00;false
7;0;2603883872.92;242294306.67;600709573.67;0.003400;2.187500;1420718066.39;0.00;false
7;1;1777757070.52;173445001.71;434367220.30;0.003700;2.269700;1004761650.32;0.00;false
7;2;1780794432.16;145554190.99;425803889.97;0.015100;2.627200;991495642.81;0.00;false
7;3;1104041229.13;124453739.52;281737334.29;0.003100;2.074100;632294519.59;0.00;false
7;4;1237953149.99;119286129.93;309175697.57;0.004300;2.374100;697814237.10;0.00;false
7;5;475232137.35;48621259.41;133762476.72;0.000100;2.466800;279537064.91;0.00;false
7;6;6740048754.26;621046397.23;1607037625.36;0.005200;2.368400;3709620486.00;0.00;false
8;0;2777211646.76;233325284.06;705261804.10;0.030100;2.666900;1503871573.10;0.00;false
8;1;1828619631.63;173253136.89;464591175.10;0.009500;2.451400;1037446175.01;0.00;false
8;2;1385991915.08;121138000.91;358309594.11;0.002700;2.674800;786823744.36;0.00;false
8;3;1245586546.53;131346033.57;327286818.80;0.003800;2.212000;713533573.53;0.00;false
