Seed;BankId;Deposits;Loans;Capital;NPL;CAR;GovBonds;InterbankNet;Failed
1;0;2954864763.27;243312878.18;755564993.23;0.011600;2.585400;1495038727.40;0.00;false
1;1;1504224564.32;153555420.10;403387985.46;0.004800;2.318100;808092195.12;0.00;false
1;2;1089170450.44;98845694.57;307246966.42;0.005700;2.693000;584644562.36;0.00;false
1;3;1126140040.00;108317253.20;286735077.44;0.007200;2.365600;584624158.08;0.00;false
1;4;1124151321.00;110116972.80;311346544.33;0.005600;2.471600;598283765.61;0.00;false
1;5;535736681.47;46824327.32;162546283.07;0.016400;2.976500;295157785.70;0.00;false
1;6;6267265018.04;514659203.26;1699551686.41;0.018100;2.958200;3197635957.43;0.00;false
2;0;2610159031.42;269232785.77;640132756.84;0.006500;2.013900;1352004764.57;0.00;false
2;1;1709067536.02;176282931.85;433550775.32;0.004000;2.154600;921268293.19;0.00;false
2;2;912462704.23;98571245.36;240790924.37;0.010000;2.151500;501924898.87;0.00;false
2;3;1330310607.69;147466077.69;323991905.58;0.011100;1.967600;703034005.49;0.00;false
2;4;1165406538.88;105423798.08;321171382.62;0.000700;2.567500;623398855.36;0.00;false
2;5;336685842.94;40141230.41;109892044.75;0.002500;2.354800;199311775.12;0.00;false
2;6;6190206637.51;565901218.56;1474325130.17;0.008100;2.290900;3208541198.55;0.00;false
3;0;3204823908.35;274485819.26;748740799.89;0.022000;2.311000;1626064180.84;0.00;false
3;1;2143119678.38;204589132.66;552609574.09;0.041600;2.376300;1112371414.15;0.00;false
3;2;1023536598.69;122777702.73;327600349.33;0.007300;2.305200;586635932.39;0.00;false
3;3;824039405.32;105421842.93;222860694.07;0.033700;1.905300;450727612.07;0.00;false
3;4;1174483330.88;120234673.50;322855153.03;0.023200;2.367700;618609616.19;0.00;false
3;5;332484511.14;35892832.74;110122823.59;0.002600;2.564900;193613278.47;0.00;false
3;6;5831711500.18;524896949.66;1445195212.42;0.030800;2.430400;2987231395.62;0.00;false
4;0;2830658981.49;261697316.07;637612268.80;0.017800;2.061300;1333517665.03;0.00;false
4;1;1712342277.51;197127292.18;428909042.00;0.008500;1.942200;848470064.43;0.00;false
4;2;1195833489.98;110940580.58;293404161.04;0.012000;2.263900;587332267.70;0.00;false
4;3;1226829918.25;126042320.83;275923662.47;0.012800;1.971400;588231113.55;0.00;false
4;4;1009158420.27;105445427.53;261767193.52;0.006000;2.184200;505109515.37;0.00;false
4;5;338448103.83;32825156.63;105503264.53;0.001300;2.658100;183577857.40;0.00;false
4;6;6817621182.88;613197100.20;1527441505.34;0.010200;2.190300;3236975876.33;0.00;false
5;0;2377023546.69;231799991.16;586088645.76;0.008100;2.134100;1241248896.91;0.00;false
5;1;1822785200.16;177414404.50;497321292.54;0.004700;2.443900;975153004.32;0.00;false
5;2;1364501247.06;125485146.27;352325535.77;0.004600;2.495900;723867678.09;0.00;false
5;3;808283593.95;93071876.33;235827629.94;0.014200;2.284200;449108819.53;0.00;false
5;4;1334706196.42;123461703.53;338122738.36;0.002900;2.420600;706859493.62;0.00;false
5;5;469360671.92;52831764.55;158531454.72;0.001600;2.448100;276716740.41;0.00;false
5;6;6246891594.38;567754141.15;1466709477.26;0.007800;2.294800;3251093494.34;0.00;false
6;0;2714145875.04;225576395.62;629111448.33;0.008700;2.307400;1329951918.15;0.00;false
6;1;1527596521.04;155016894.26;404354313.60;0.007900;2.276000;783911354.12;0.00;false
6;2;1129868506.33;99651412.15;299531912.50;0.014100;2.618400;574467828.94;0.00;false
6;3;1050636774.34;113000717.46;266765919.25;0.003800;2.099600;538695532.44;0.00;false
6;4;1089228728.09;110567665.22;292537211.21;0.009100;2.364800;547743761.96;0.00;false
6;5;431858466.99;44090277.78;132702080.16;0.003900;2.445700;238276252.37;0.00;false
6;6;6723901501.99;548230206.35;1603355688.58;0.019900;2.574300;3282651903.23;0.00;false
7;0;2315788610.51;218117922.09;573192817.42;0.010900;2.226800;1233476093.38;0.00;false
7;1;1609260078.25;166895494.60;425722561.68;0.016700;2.277800;881153038.55;0.00;false
