Seed;BankId;Deposits;Loans;Capital;NPL;CAR;GovBonds;InterbankNet;Failed
1;0;3131567327.16;270008612.98;836782091.77;0.022900;2.697800;1624403721.36;0.00;false
1;1;1626437769.02;163241994.86;469336225.00;0.029700;2.630700;881500685.96;0.00;false
1;2;1164352589.52;103595688.23;347828547.94;0.023600;3.014400;634353444.84;0.00;false
1;3;1198765679.43;124645931.98;331586475.18;0.027300;2.475800;638663138.10;0.00;false
1;4;1187077804.76;127233059.63;346570900.89;0.018200;2.477400;648093227.33;0.00;false
1;5;579302607.42;53831867.81;182841526.64;0.032600;3.065200;321903687.49;0.00;false
1;6;6603105233.17;614926107.34;1718327964.23;0.023500;2.545500;3457193474.76;0.00;false
2;0;2760337779.25;266571971.78;749826197.34;0.030400;2.486800;1575380857.96;0.00;false
2;1;1832914872.21;208639203.66;513272969.99;0.033700;2.273400;1071629304.83;0.00;false
2;2;960258963.04;103388485.33;278814097.00;0.049000;2.489600;578608794.08;0.00;false
2;3;1431327112.30;164714839.71;370150619.97;0.032500;2.085700;832728322.02;0.00;false
2;4;1218240983.46;115474628.32;388745711.38;0.032900;3.057100;716917309.83;0.00;false
2;5;370316134.55;46110870.42;129830289.75;0.053300;2.597600;231752609.07;0.00;false
2;6;6522867652.95;646828615.38;1699312224.92;0.035200;2.430100;3737614954.04;0.00;false
3;0;3375139923.56;279245314.05;878929905.85;0.020500;2.754100;1730028582.16;0.00;false
3;1;2263460440.92;195532302.87;659816542.74;0.035200;3.047700;1186788792.88;0.00;false
3;2;1265427152.59;123361447.49;394830321.58;0.018100;2.772000;686573591.04;0.00;false
3;3;890745642.26;118117298.67;266320437.68;0.032100;2.098500;486002232.11;0.00;false
3;4;1234323851.89;113960980.54;369733368.83;0.016200;2.903600;660364391.49;0.00;false
3;5;361435156.31;36404514.72;133628692.16;0.042200;3.213900;208755257.43;0.00;false
3;6;6200178260.75;570227727.64;1652265959.32;0.030100;2.632500;3205459216.39;0.00;false
4;0;2986985460.46;273223407.09;729417836.01;0.015500;2.338700;1475506881.16;0.00;false
4;1;1822639714.58;205071075.23;493597843.76;0.013600;2.191400;939894231.79;0.00;false
4;2;1270325008.45;112778546.55;337252361.20;0.020900;2.646700;650140246.82;0.00;false
4;3;1319212916.99;134318512.51;324333055.36;0.018200;2.229500;659470998.47;0.00;false
4;4;1118924941.52;111128151.42;329366512.55;0.042300;2.730000;573464341.30;0.00;false
4;5;380764053.25;45443590.58;129570158.73;0.029400;2.586500;207295003.55;0.00;false
4;6;7305182425.25;678906129.61;1748390875.45;0.019700;2.331900;3625688370.28;0.00;false
5;0;2525919812.49;234709663.33;666414309.43;0.018700;2.458900;1340250676.02;0.00;false
5;1;1937531248.47;182526249.43;591049208.51;0.026200;2.928600;1054949319.03;0.00;false
5;2;1441403409.42;125661354.65;401571748.46;0.019300;2.907800;782058461.54;0.00;false
5;3;872787214.97;104990652.31;270251487.71;0.031000;2.385300;486856355.34;0.00;false
5;4;1425264505.73;115668352.25;392446235.15;0.019200;3.044800;765628190.33;0.00;false
5;5;523348819.04;55625498.50;191423262.28;0.032100;2.926500;305672511.50;0.00;false
5;6;6613370354.18;618494759.97;1677941810.28;0.022700;2.483800;3518031282.39;0.00;false
6;0;2896609358.50;237062203.83;702709285.83;0.021200;2.529900;1482817835.18;0.00;false
6;1;1653484268.94;180208708.84;472784361.54;0.023500;2.392700;882422071.50;0.00;false
6;2;1191813335.22;110125085.79;346486236.34;0.038100;2.859100;636686322.56;0.00;false
6;3;1132691312.45;126045253.89;313170056.78;0.044500;2.299300;605530143.65;0.00;false
6;4;1161326748.94;114804046.46;333293748.06;0.020900;2.652800;608735315.67;0.00;false
6;5;452544853.07;49632233.80;160114247.36;0.040100;2.815200;261817312.28;0.00;false
6;6;7219453625.64;626374691.48;1887315060.05;0.032500;2.761600;3681439191.14;0.00;false
7;0;2487886082.12;233962793.47;642122465.80;0.018900;2.408700;1314602265.87;0.00;false
7;1;1702054906.32;179887688.92;480370629.38;0.030300;2.467700;942058739.49;0.00;false
7;2;1702423243.04;151542094.08;452059636.52;0.014800;2.689500;921852001.53;0.00;false
7;3;1096284214.27;128918787.42;315015897.73;0.034100;2.255700;595714676.24;0.00;false
7;4;1191620361.67;120579249.32;332573563.81;0.019500;2.533800;649185010.41;0.00;false
7;5;462637608.02;45723846.99;153440513.07;0.044300;3.031000;264192998.74;0.00;false
7;6;6605652320.69;622712555.17;1751834124.45;0.026000;2.581100;3496101119.27;0.00;false
8;0;2567146825.01;235213709.56;685277168.99;0.035000;2.552000;1470344088.12;0.00;false
8;1;1773948221.56;175466018.12;486889755.62;0.037300;2.560100;1037457550.23;0.00;false
8;2;1317158520.94;123552487.81;376667757.46;0.033500;2.796800;776157758.50;0.00;false
8;3;1176009757.67;135868944.09;344968330.04;0.037400;2.280400;698694817.15;0.00;false
8;4;867474818.24;90773557.38;261300590.15;0.036700;2.638400;528210561.61;0.00;false
8;5;408211579.19;45540036.69;129713697.02;0.078300;2.593700;254775741.45;0.00;false
8;6;6743186276.44;616443461.21;1766396148.96;0.034300;2.642700;3862305581.03;0.00;false
9;0;3302498483.23;289142808.60;813427451.61;0.017700;2.450300;1724276686.54;0.00;false
9;1;2002029004.82;200079850.54;545220967.17;0.022900;2.493800;1084345806.78;0.00;false
9;2;1038368541.40;108912605.58;287695027.67;0.022000;2.371800;570163820.09;0.00;false
9;3;979980626.78;114874399.30;295299103.00;0.024800;2.384200;539430342.97;0.00;false
9;4;1318797431.01;113111126.61;363679407.11;0.037300;2.803400;708738272.68;0.00;false
9;5;434130684.64;39187681.54;143604137.71;0.055500;3.221800;246415816.41;0.00;false
9;6;6448171059.20;592269967.84;1645237942.41;0.033900;2.512900;3360540618.97;0.00;false
10;0;2409245246.19;240440684.12;671561113.82;0.027000;2.446800;1249273639.43;0.00;false
10;1;1707216869.24;183946783.10;505854754.01;0.019800;2.500000;917188389.84;0.00;false
10;2;1290995295.93;111293803.10;358163745.69;0.020200;2.899200;689813634.05;0.00;false
10;3;1102707000.28;140223896.61;317320025.75;0.039100;2.113200;591834199.00;0.00;false
10;4;1364461298.28;128399617.72;371960171.62;0.031100;2.633000;732440259.31;0.00;false
10;5;728209631.03;69981767.37;219817461.97;0.015500;2.845200;393342576.85;0.00;false
10;6;6978130026.95;626794381.21;1817603484.70;0.024100;2.632100;3616731359.61;0.00;false
