Seed;BankId;Deposits;Loans;Capital;NPL;CAR;GovBonds;InterbankNet;Failed
1;0;3309214652.97;254038322.55;821513096.85;0.014300;2.830400;1857129435.94;0.00;false
1;1;1700205608.10;163806388.34;454559880.67;0.014000;2.551100;995757074.33;0.00;false
1;2;1219573768.33;97085607.86;341794983.82;0.021400;3.167100;716166003.44;0.00;false
1;3;1237785579.83;117959626.37;320841044.09;0.014700;2.522600;723476039.71;0.00;false
1;4;1286802472.39;120068160.06;349276296.05;0.011100;2.658600;749485387.86;0.00;false
1;5;607381587.18;54205077.24;178488298.88;0.016000;2.961700;363260085.19;0.00;false
1;6;6915246596.72;555588433.59;1737400310.95;0.020600;2.852900;3916331213.47;0.00;false
2;0;2991924630.16;263266468.14;756886343.28;0.014800;2.545300;1685996791.37;0.00;false
2;1;1952128981.12;199317696.93;516222387.03;0.013300;2.374700;1137044885.96;0.00;false
2;2;1035917701.85;96795483.23;290937690.02;0.023400;2.742900;616486614.38;0.00;false
2;3;1476180243.06;150949756.65;374696612.28;0.020800;2.290100;860684892.52;0.00;false
2;4;1339699153.42;115808271.51;400533747.52;0.020800;3.141300;784592558.16;0.00;false
2;5;404120963.09;41643210.98;138834200.29;0.028500;3.038400;247804022.81;0.00;false
2;6;6961290456.26;630227405.10;1741075250.56;0.019300;2.545900;3964521593.99;0.00;false
3;0;3642173482.60;278092472.79;926885952.56;0.020100;2.970000;2028998249.82;0.00;false
3;1;2411930276.40;193170606.82;677752941.23;0.032800;3.220100;1383212927.90;0.00;false
3;2;1368134899.15;127829982.65;410706809.96;0.023300;2.857700;809800264.53;0.00;false
3;3;959700148.11;106553320.78;276867190.05;0.033900;2.430200;569344441.71;0.00;false
3;4;1312852555.33;112082571.31;381667872.20;0.028300;3.131700;775747674.42;0.00;false
3;5;398303657.14;36498098.43;136539271.79;0.019900;3.325000;242790171.65;0.00;false
3;6;6477425965.20;538475834.30;1694824679.33;0.024300;2.882100;3678124014.28;0.00;false
4;0;3176837204.28;263634709.69;728838535.36;0.010300;2.444900;1733935168.10;0.00;false
4;1;1938643507.85;199844466.14;502659133.82;0.018600;2.318900;1101521822.32;0.00;false
4;2;1368995795.44;120951555.21;335863056.40;0.011900;2.501700;771656064.06;0.00;false
4;3;1347714656.31;139861492.13;320321179.19;0.008500;2.143500;761555108.25;0.00;false
4;4;1190728456.27;107183946.95;313680763.10;0.013200;2.672400;673385136.16;0.00;false
4;5;399812522.93;36851126.94;126802757.42;0.022700;3.077800;239148260.44;0.00;false
4;6;7711516022.02;674784055.12;1768736704.81;0.010200;2.401200;4253000582.97;0.00;false
5;0;2664546871.15;229057656.44;662324296.93;0.010000;2.550500;1512709810.95;0.00;false
5;1;2042587831.35;176836305.75;576243469.52;0.012400;2.943000;1191370580.05;0.00;false
5;2;1527720019.57;125392479.09;402848446.99;0.022200;2.941000;883637512.21;0.00;false
5;3;918350573.46;97828647.65;273219464.52;0.024800;2.594300;544932323.64;0.00;false
5;4;1502472735.71;114387702.44;392110401.45;0.010800;3.096600;866284592.36;0.00;false
5;5;568385927.31;59747802.95;188144507.74;0.017600;2.724500;349614605.56;0.00;false
5;6;6918597519.43;592359035.84;1665033229.63;0.015800;2.575900;3946297387.52;0.00;false
6;0;3071573686.83;248123378.08;745706933.46;0.020900;2.657700;1722123224.47;0.00;false
6;1;1738848086.11;178012222.38;485365774.83;0.019100;2.540200;1033118764.31;0.00;false
6;2;1290163074.41;109887596.03;347332973.99;0.024800;2.881500;745533419.49;0.00;false
6;3;1205468751.32;122518298.66;323225313.88;0.026500;2.457800;703394476.96;0.00;false
6;4;1249371008.66;110569928.52;345174657.99;0.016700;2.858800;714592555.98;0.00;false
6;5;512174683.12;52209005.83;169313271.72;0.024400;2.878900;311066465.04;0.00;false
6;6;7660639455.79;606551270.06;1958015408.09;0.029300;2.985300;4290951312.09;0.00;false
7;0;2602096080.26;227470064.89;623144390.47;0.008700;2.422900;1493668555.51;0.00;false
7;1;1796433745.28;169972374.22;462372823.37;0.013100;2.483800;1066118619.73;0.00;false
7;2;1803100742.67;144643297.73;448104487.90;0.010200;2.804500;1054472841.66;0.00;false
7;3;1122442941.90;129884482.81;298375630.56;0.011000;2.129100;669088671.31;0.00;false
7;4;1242701841.85;109955558.82;325286178.73;0.011300;2.705300;738277642.37;0.00;false
7;5;482306043.85;40578414.84;150694314.85;0.026000;3.345100;296233668.13;0.00;false
7;6;6856008965.55;599278088.82;1689631548.75;0.010300;2.590400;3964010635.92;0.00;false
8;0;2764830247.40;232464028.82;690844877.67;0.041100;2.622000;1601110257.84;0.00;false
8;1;1883436767.41;167580198.04;488891301.93;0.018500;2.669700;1114560111.97;0.00;false
8;2;1413014680.04;123591945.82;383269196.17;0.010400;2.834600;843148383.13;0.00;false
8;3;1248846441.78;127759274.50;355416777.05;0.016200;2.498000;758313715.33;0.00;false
8;4;958011706.07;97078210.90;263270800.58;0.012400;2.483100;584186803.32;0.00;false
8;5;437272511.98;38519939.19;135807559.67;0.021300;3.169600;273925700.23;0.00;false
8;6;7147214253.47;598174176.62;1794501748.49;0.014400;2.761100;4175015989.71;0.00;false
9;0;3508283295.24;282435493.49;820677270.17;0.012000;2.568700;1996999293.94;0.00;false
9;1;2120536250.81;198931036.79;524270179.75;0.010700;2.407000;1250123834.84;0.00;false
9;2;1082675147.54;108018372.70;283136661.57;0.015800;2.376500;651521369.55;0.00;false
9;3;1043165209.75;111923408.72;293860595.28;0.019400;2.442700;618505357.58;0.00;false
9;4;1406978768.32;115004964.81;353395835.02;0.011500;2.698700;828709568.86;0.00;false
9;5;475424271.44;41762790.77;144566557.72;0.024300;3.084400;289068589.16;0.00;false
9;6;6716166052.34;549846499.19;1628033229.28;0.014800;2.686500;3852505506.72;0.00;false
10;0;2533402940.11;207578662.26;677271705.65;0.017200;2.866300;1417634997.56;0.00;false
10;1;1804182679.10;167687111.69;511896188.94;0.039600;2.759600;1044367385.60;0.00;false
10;2;1364545242.19;107361713.50;361351151.48;0.016600;3.036600;785973391.18;0.00;false
10;3;1138502773.98;107168216.02;320165246.53;0.026300;2.758600;660981327.74;0.00;false
10;4;1475436607.62;127961038.35;375278955.70;0.011400;2.676600;853990419.60;0.00;false
10;5;756224355.81;71923384.80;217204887.48;0.009000;2.768100;447987731.15;0.00;false
10;6;7312604869.10;571203825.49;1820238876.99;0.018100;2.877300;4117112092.61;0.00;false
