Seed;BankId;Deposits;Loans;Capital;NPL;CAR;GovBonds;InterbankNet;Failed
1;0;3486545131.20;250079661.26;834143901.32;0.009200;2.939300;1981631780.08;0.00;false
1;1;1777235330.63;147589057.67;481733851.49;0.018400;3.030500;1062768505.99;0.00;false
1;2;1255694049.31;103475248.47;332109354.81;0.002600;2.897000;755777444.51;0.00;false
1;3;1284390344.33;114661984.12;313441394.76;0.003400;2.512300;757462590.48;0.00;false
1;4;1325000134.56;113366060.39;342912235.33;0.004500;2.750000;792242907.61;0.00;false
1;5;639477582.21;55160258.95;172634721.25;0.002600;2.801500;389185531.45;0.00;false
1;6;7143517838.69;548223818.23;1709627061.97;0.007300;2.842600;4135834375.64;0.00;false
2;0;3149886878.24;263342556.99;816164937.86;0.025200;2.799200;1777618798.15;0.00;false
2;1;2005149562.73;186500244.03;509843135.67;0.006300;2.493800;1190683948.31;0.00;false
2;2;1086230505.36;101507654.58;291536969.59;0.042600;2.627600;652000368.67;0.00;false
2;3;1577175045.07;139580854.39;405893983.11;0.012100;2.707900;923896043.58;0.00;false
2;4;1395503788.79;115899816.45;382190763.99;0.004700;2.968900;824969614.29;0.00;false
2;5;417712448.61;41155559.76;134239630.37;0.013100;2.959700;257927857.78;0.00;false
2;6;7182444180.81;578362028.88;1775791568.85;0.032400;2.819700;4138021513.89;0.00;false
3;0;3794588988.94;289610690.67;904962420.11;0.009200;2.814900;2178418477.47;0.00;false
3;1;2507591462.92;192143153.85;660472736.74;0.010000;3.166300;1483314697.38;0.00;false
3;2;1290284231.61;128216728.65;404905581.80;0.008000;2.870900;801985553.15;0.00;false
3;3;992619477.60;99412367.46;268905784.77;0.009800;2.519200;602711264.01;0.00;false
3;4;1419848876.34;107813608.21;402103284.77;0.011400;3.398100;833950601.49;0.00;false
3;5;415569148.07;35912104.33;132698453.51;0.004100;3.271700;259665541.74;0.00;false
3;6;6786269550.62;548436525.05;1719160544.37;0.012900;2.896200;3953181432.37;0.00;false
4;0;3325820455.47;265375183.76;761953647.67;0.034000;2.600700;1891073861.96;0.00;false
4;1;1955720324.66;186253565.39;479612165.04;0.001500;2.365800;1176177085.92;0.00;false
4;2;1392399948.77;113444426.71;322926769.53;0.005000;2.550300;827336271.08;0.00;false
4;3;1389112739.00;118100916.03;308725213.37;0.004700;2.408300;815856722.01;0.00;false
4;4;1221967481.55;108012448.47;301451655.43;0.003100;2.550600;725234146.72;0.00;false
4;5;414941888.91;42361017.22;119578231.45;0.009600;2.548000;257358625.02;0.00;false
4;6;7851221980.32;632135548.98;1730017561.14;0.005700;2.503300;4552470287.19;0.00;false
5;0;2817974140.99;241684512.83;683641457.62;0.014500;2.539000;1607238692.83;0.00;false
5;1;2130192221.08;184063135.55;568676972.95;0.005600;2.805800;1259413462.64;0.00;false
5;2;1596456932.28;130261002.23;405104085.64;0.008700;2.852200;938163739.45;0.00;false
5;3;958238843.08;98161437.15;265258824.09;0.007900;2.511000;577711433.25;0.00;false
5;4;1566451521.32;120216331.76;382541776.33;0.003000;2.889000;916469121.29;0.00;false
5;5;604720218.58;54530866.88;184458237.85;0.006900;2.922500;374055545.44;0.00;false
5;6;7154538049.59;616333603.65;1668350251.19;0.006800;2.499300;4154453839.85;0.00;false
6;0;3237413956.11;253394714.64;749018148.35;0.018800;2.648600;1834551546.85;0.00;false
6;1;1811011633.05;173816202.37;475822242.56;0.007200;2.528000;1084021742.74;0.00;false
6;2;1339325220.35;106835587.66;351843206.17;0.016000;3.017000;788022786.74;0.00;false
