Seed;BankId;Deposits;Loans;Capital;NPL;CAR;GovBonds;InterbankNet;Failed
1;0;3258492687.22;253993398.43;862406458.51;0.023300;2.962700;1747422100.30;0.00;false
1;1;1663707113.21;165803766.12;486304791.78;0.029400;2.707600;935474317.05;0.00;false
1;2;1188059865.80;102408206.46;362444681.24;0.025800;3.214600;672705878.64;0.00;false
1;3;1254952694.33;134063364.25;341681097.49;0.024900;2.383400;688710487.37;0.00;false
1;4;1245082794.82;123374360.58;364817077.33;0.021800;2.708700;696968031.68;0.00;false
1;5;607319571.89;58428113.29;191042841.83;0.040100;2.992700;346783557.93;0.00;false
1;6;6863268861.05;604651475.16;1842027372.81;0.036300;2.813400;3713638679.74;0.00;false
2;0;2907238669.28;280448212.06;800323565.53;0.029100;2.549300;1567602437.55;0.00;false
2;1;1919478524.26;198454017.09;551192556.32;0.029900;2.558600;1066064153.83;0.00;false
2;2;1028056774.57;101678902.92;304542523.66;0.038700;2.752500;580578360.18;0.00;false
2;3;1494193492.94;168831867.98;396870811.17;0.023700;2.187900;821713246.59;0.00;false
2;4;1320467366.64;118490085.15;405380258.67;0.022400;3.080300;728551498.14;0.00;false
2;5;393534937.79;50046376.40;142049608.21;0.032400;2.627600;232712633.91;0.00;false
2;6;6876610979.85;645362657.51;1828289583.55;0.031800;2.619200;3714615639.32;0.00;false
3;0;3502674632.84;278894070.50;901631230.11;0.024400;2.856200;1871281165.77;0.00;false
3;1;2342198697.73;207251880.95;672984668.24;0.037300;2.978200;1283990371.62;0.00;false
3;2;1326767419.49;122601125.06;410792452.10;0.029400;2.943400;748196273.60;0.00;false
3;3;922645470.19;108800236.47;276080493.61;0.034100;2.368200;523559287.17;0.00;false
3;4;1306111154.61;118051195.57;398806487.81;0.041700;3.087000;720887765.22;0.00;false
3;5;383670216.15;37144557.02;138487216.87;0.045300;3.331700;225616898.63;0.00;false
3;6;6384356871.07;557846867.95;1708499293.70;0.028500;2.802300;3450827339.57;0.00;false
4;0;3123439457.29;272359281.76;757951328.73;0.023900;2.469000;1627727098.86;0.00;false
4;1;1905898583.96;214832520.14;513251012.46;0.016500;2.209400;1030832616.28;0.00;false
4;2;1325553840.73;116950719.14;347351117.92;0.033400;2.671400;717537329.77;0.00;false
4;3;1354826193.78;142292138.91;334941535.44;0.023700;2.199900;719203060.32;0.00;false
4;4;1157053444.56;111287332.25;315834675.12;0.021900;2.590700;626591379.41;0.00;false
4;5;390400976.20;36626866.23;131895984.87;0.033800;3.221500;224679690.30;0.00;false
4;6;7557400981.07;700098495.29;1804840134.57;0.024500;2.364000;3971211014.70;0.00;false
5;0;2605511777.07;236242960.01;681932334.19;0.026700;2.543300;1430328550.17;0.00;false
5;1;1983579495.86;185620710.10;604512614.04;0.031800;2.978900;1125179605.23;0.00;false
5;2;1461548460.92;134972995.76;406104114.29;0.018100;2.773000;827504228.80;0.00;false
5;3;891298283.01;102856506.17;276073077.03;0.035400;2.505900;516698370.50;0.00;false
5;4;1446715534.82;117126797.12;394762783.77;0.019900;3.045600;816463478.10;0.00;false
5;5;547911719.54;58395647.78;192012713.05;0.026300;2.841400;328639788.83;0.00;false
5;6;6764246821.61;590926127.48;1724269553.44;0.029100;2.682100;3745148277.15;0.00;false
6;0;3031917413.80;248736528.69;754074205.23;0.021900;2.669300;1630111650.64;0.00;false
6;1;1701655122.79;170054079.37;502265045.01;0.023900;2.714000;959577424.68;0.00;false
6;2;1261567861.70;112575372.37;349560072.98;0.024800;2.824500;702624853.72;0.00;false
6;3;1165028278.36;121656423.25;330139728.67;0.039500;2.529400;653932706.96;0.00;false
6;4;1210492752.73;114387351.52;340482349.85;0.024600;2.724900;667844551.49;0.00;false
6;5;509395146.79;54046113.06;167680642.11;0.033900;2.740900;298420371.76;0.00;false
