Seed;BankId;Deposits;Loans;Capital;NPL;CAR;GovBonds;InterbankNet;Failed
1;0;3490681697.95;267326450.52;808095564.72;0.008200;2.663400;1904392190.32;0.00;false
1;1;1785204241.95;166533501.06;442895721.45;0.012300;2.440200;1019555443.88;0.00;false
1;2;1296148059.25;102657437.96;348747202.18;0.012200;3.094200;742227272.25;0.00;false
1;3;1289341482.34;116615366.19;312068821.54;0.007900;2.470100;732639739.16;0.00;false
1;4;1353963137.00;124556486.76;353744856.34;0.043800;2.620900;768331295.79;0.00;false
1;5;640969035.91;53393082.42;170039929.55;0.003800;2.828700;374817447.60;0.00;false
1;6;7124027115.00;572171916.86;1702376740.51;0.030400;2.723500;3966380290.79;0.00;false
2;0;3117786520.22;291185141.73;798237969.61;0.018700;2.491800;1711403687.01;0.00;false
2;1;1998215335.59;194666536.03;502063593.23;0.001900;2.360000;1149775431.64;0.00;false
2;2;1099962789.60;102835292.10;301292303.69;0.015000;2.700900;635771476.11;0.00;false
2;3;1558779922.56;153189366.23;374406246.28;0.007500;2.263300;885499897.46;0.00;false
2;4;1402684144.96;132835769.99;379765157.49;0.002000;2.603100;797958794.85;0.00;false
2;5;413849988.95;43187094.26;125107558.97;0.000000;2.604900;249387215.18;0.00;false
2;6;7243379095.40;596290819.98;1770020437.69;0.009400;2.736300;4033913533.71;0.00;false
3;0;3809942900.94;292357480.12;907775705.72;0.006400;2.784100;2022491774.79;0.00;false
3;1;2504053403.77;192448714.28;655666048.72;0.007900;3.125200;1371820682.31;0.00;false
3;2;1268561891.04;126062168.03;400501899.29;0.005300;2.866500;739392233.83;0.00;false
3;3;984378875.28;106445916.38;268909626.11;0.010000;2.357600;557203593.53;0.00;false
3;4;1396984956.26;110503028.90;389916842.76;0.007000;3.211000;768990121.39;0.00;false
3;5;407203724.75;35542116.47;128368097.74;0.006300;3.166900;238656184.31;0.00;false
3;6;6734988822.17;574444894.03;1666964775.48;0.007700;2.677600;3653809450.17;0.00;false
4;0;3351073284.41;274631432.48;802023574.96;0.019500;2.654400;1762565528.62;0.00;false
4;1;1912263711.50;202571162.99;517475301.06;0.007400;2.384000;1073705927.27;0.00;false
4;2;1399969268.78;117434025.57;327359293.42;0.001300;2.489400;769275314.85;0.00;false
4;3;1407075232.62;125799652.93;319213008.28;0.002800;2.342500;760401456.32;0.00;false
4;4;1233634507.53;106393745.79;307464410.69;0.000200;2.626900;674766566.77;0.00;false
4;5;417398277.59;38024743.78;121404091.35;0.002700;2.836600;239056850.97;0.00;false
4;6;8056561743.55;632384246.32;1889982057.85;0.010700;2.751100;4275009457.71;0.00;false
5;0;2896696324.15;239820329.38;739660668.69;0.027000;2.793100;1525567706.30;0.00;false
5;1;2126513216.83;190759477.87;571845203.53;0.005900;2.724800;1180399625.90;0.00;false
5;2;1572834831.99;141006077.97;405076191.40;0.007800;2.655200;866716726.45;0.00;false
5;3;953863901.00;101662476.29;258940678.18;0.009900;2.360100;538568611.90;0.00;false
5;4;1572443640.66;127028590.47;388522439.55;0.003600;2.788600;860592025.73;0.00;false
5;5;600537237.10;65532100.68;182015090.65;0.011300;2.451200;349869363.98;0.00;false
5;6;7279324288.44;593333849.82;1734088543.93;0.033800;2.694600;3912533578.69;0.00;false
6;0;3259723265.79;252664527.89;727873994.18;0.006000;2.550100;1721021413.44;0.00;false
6;1;1816295398.77;161300751.51;484797899.91;0.010000;2.752300;1008844543.63;0.00;false
6;2;1342312842.74;112462960.50;345030036.93;0.005800;2.814600;741487183.16;0.00;false
6;3;1250301668.95;120948196.71;310764545.19;0.003900;2.383500;695434251.30;0.00;false
6;4;1285148471.23;111826670.29;338466325.49;0.005800;2.787900;705963869.72;0.00;false
6;5;539530660.45;42997646.78;154973233.02;0.019000;3.074600;311907856.95;0.00;false
6;6;7822495771.84;582890652.46;1879331973.32;0.010100;2.956400;4195960463.84;0.00;false
7;0;2771016979.76;236190856.14;635097900.98;0.005200;2.383600;1484524348.46;0.00;false
7;1;1891631066.83;184431913.06;463835758.89;0.003600;2.313100;1052912532.93;0.00;false
7;2;1889766015.60;157985856.14;448347131.37;0.002100;2.590000;1037829159.34;0.00;false
7;3;1174370918.20;124221980.41;298651951.37;0.002700;2.216900;659078425.08;0.00;false
7;4;1331856028.92;122759609.69;348568738.62;0.012200;2.638200;734087783.87;0.00;false
7;5;507834857.44;46698694.85;145713287.71;0.014900;2.828800;291674693.99;0.00;false
7;6;7151770189.41;587348544.02;1796220994.14;0.013900;2.828400;3881624280.02;0.00;false
8;0;2915319217.49;241233010.05;670775825.87;0.010700;2.457000;1626057638.14;0.00;false
8;1;1898339740.56;187899976.47;466927381.70;0.006900;2.294800;1113968529.14;0.00;false
8;2;1482932945.11;127605015.54;384124066.90;0.017400;2.774400;852546949.03;0.00;false
8;3;1264209421.47;144052348.98;328183247.65;0.002400;2.071800;755880011.83;0.00;false
8;4;997549304.80;101872544.16;253095771.46;0.003900;2.287500;589851731.65;0.00;false
8;5;448354929.73;37040205.72;125330312.50;0.002300;3.008300;273757530.84;0.00;false
8;6;7435237744.54;610022192.72;1803742651.30;0.026800;2.735900;4189286527.11;0.00;false
9;0;3680959884.57;317510489.89;791051795.87;0.003500;2.228000;2042410810.89;0.00;false
9;1;2196547949.68;197715932.78;500898839.24;0.001800;2.309200;1264532343.47;0.00;false
9;2;1114952582.47;105138290.96;274413365.55;0.004600;2.372100;657275954.10;0.00;false
9;3;1061264896.94;107112594.45;270362520.09;0.006600;2.322600;620276055.03;0.00;false
9;4;1465579287.40;125413794.11;343156540.51;0.005600;2.440700;845086954.71;0.00;false
9;5;474129705.51;45775371.89;130909448.25;0.001900;2.572600;286980149.35;0.00;false
9;6;6866152186.67;591372901.69;1546551528.71;0.003900;2.388500;3859278522.42;0.00;false
10;0;2740822077.27;237659644.63;697159479.66;0.011400;2.624900;1457218969.17;0.00;false
10;1;1914644554.15;177197951.78;527413634.55;0.006600;2.716600;1063573624.28;0.00;false
10;2;1445395107.37;115067940.77;373846794.06;0.010400;2.956600;797626867.92;0.00;false
10;3;1066425806.72;114293029.62;311006202.70;0.008900;2.531500;620490040.77;0.00;false
10;4;1566864947.24;126832822.89;394252568.35;0.007500;2.852800;867224102.00;0.00;false
10;5;801756444.05;64378471.57;222799122.43;0.004700;3.138800;450523951.47;0.00;false
10;6;7709051832.34;582832686.82;1875639967.52;0.007600;2.933100;4161466526.79;0.00;false
