Month;Inflation;Unemployment;UnemployedShare;RetrainingShare;PermanentShare;ZlecenieShare;B2BShare;TotalAdoption;ExRate;MarketWage;MeanEmployedWage;GovDebt;NPL;RefRate;PriceLevel;MonthlyGdpProxy;AnnualizedGdpProxy;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;BPO_Output;Manuf_Output;Retail_Output;Health_Output;Public_Output;Agri_Output;BPO_Sigma;Manuf_Sigma;Retail_Sigma;Health_Sigma;Public_Sigma;Agri_Sigma;MeanDegree;IoFlows;IoGdpRatio;NFA;CurrentAccount;CurrentAccountToGdp;CapitalAccount;TradeBalance_OE;Exports_OE;TotalImports_OE;ImportedInterm;FDI;GvcDisruptionIndex;ForeignPriceIndex;GvcTradeConcentration;GvcExportDemandShock;GvcImportCostIndex;CommodityPriceIndex;ImmigrantStock;MonthlyImmigInflow;RemittanceOutflow;ImmigrantUnempRate;FxReserves;FxInterventionAmt;FxInterventionActive;DiasporaRemittanceInflow;NetRemittances;TourismExport;TourismImport;NetTourismBalance;TourismSeasonalFactor;UnempBenefitSpend;OutputGap;EffectivePitRate;GovTaxRevenue;GovDividendRevenue;GovTotalRevenue;GovRevenueToGdp;SocialTransferSpend;GovCurrentSpend;GovCapitalSpendDomestic;GovDomesticBudgetDemand;GovDomesticBudgetOutlays;GovDeficit;GovOutlaysToGdp;EuProjectCapitalTotal;PublicCapitalStock;EuCofinancingDomestic;EuFundsMonthly;EuCumulativeAbsorption;MinWageLevel;ExciseRevenue;CustomsDutyRevenue;DebtToGdp;DeficitToGdp;FiscalRuleBinding;GovSpendingCutRatio;BondYield;WeightedCoupon;BondsOutstanding;BankBondHoldings;ForeignBondHoldings;NbpBondHoldings;QeActive;DebtService;NbpRemittance;ReserveInterest;StandingFacilityNet;DepositFacilityUsage;InterbankInterestNet;M0;M1;M2;M3;CreditMultiplier;FofResidual;InterbankRate;MinBankCAR;MaxBankNPL;BankFailures;MinBankLCR;MinBankNSFR;AvgTermDepositFrac;WIBOR_1M;WIBOR_3M;WIBOR_6M;BankFirmLoans;ConsumerLoans;ConsumerNplRatio;ConsumerOrigination;ConsumerDebtService;TotalCreditStock;BankFirmLoansToGdp;ConsumerLoansToGdp;NbfiLoansToGdp;TotalCreditToGdp;GpwIndex;GpwMarketCap;GpwPE;GpwDivYield;EquityIssuanceTotal;EquityFinancedFrac;HhEquityWealth;EquityWealthEffect;DomesticDividends;ForeignDividendOutflow;GovernmentDividends;CorpBondOutstanding;CorpBondYield;CorpBondIssuance;CorpBondSpread;BankCorpBondHoldings;PpkCorpBondHoldings;CorpBondAbsorptionRate;InsLifeReserves;InsNonLifeReserves;InsGovBondHoldings;InsLifePremium;InsNonLifePremium;InsLifeClaims;InsNonLifeClaims;NbfiTfiAum;NbfiTfiGovBondHoldings;NbfiLoanStock;NbfiOrigination;NbfiDefaults;NbfiBankTightness;QfBondsOutstanding;QfNbpHoldings;QfLoanPortfolio;QfIssuance;Esa2010DebtToGdp;NbfiDepositDrain;BankAfsBonds;BankHtmBonds;EclStage1;EclStage2;EclStage3;BfgLevyTotal;BfgFundBalance;BailInLoss;HousingPriceIndex;HousingMarketValue;MortgageStock;AvgMortgageRate;MortgageOrigination;MortgageRepayment;MortgageDefault;MortgageInterestIncome;HhHousingWealth;HousingWealthEffect;MortgageToGdp;WawHpi;KrkHpi;WroHpi;GdnHpi;LdzHpi;PozHpi;RestHpi;SectorMobilityRate;CrossSectorHires;VoluntaryQuits;AggCapitalStock;GrossInvestment;TotalGrossFixedCapitalFormation;PrivateGrossInvestmentToGdp;GrossFixedCapitalFormationToGdp;CapitalDepreciation;AggInventoryStock;InventoryChange;InventoryToGdp;AggEnergyCost;EnergyCostToGdp;EtsPrice;AggGreenCapital;GreenInvestment;GreenCapitalRatio;JstRevenue;JstSpending;JstDebt;JstDeposits;JstDeficit;ZusContributions;ZusPensionPayments;ZusGovSubvention;FusBalance;NfzContributions;NfzSpending;NfzBalance;NfzGovSubvention;PpkContributions;PpkBondHoldings;NRetirees;WorkingAgePop;MonthlyRetirements;FpBalance;FpContributions;PfronBalance;FgspBalance;FgspSpending;EarmarkedGovSubvention;ExpectedInflation;NbpCredibility;ForwardGuidanceRate;InflationForecastError;CCyB;CreditToGdpGap;EffectiveMinCar;FdiProfitShifting;FdiRepatriation;FdiGrossOutflow;ForeignOwnedFrac;FdiCitLoss;FirmBirths;FirmDeaths;HouseholdBankruptcies;HouseholdBankruptcyRate;NetEntry;LivingFirmCount;NetFirmBirths;TotalFirmCount;RealizedTaxShadowShare;NextTaxShadowShare;TaxEvasionLoss;EvasionToGdpRatio;Unemp_Central;Unemp_South;Unemp_East;Unemp_Northwest;Unemp_Southwest;Unemp_North
1;0.035100;0.060700;0.060700;0.000000;0.639700;0.231300;0.129000;0.044900;4.254600;9686.445200;9686.452200;1979516990625.500000;0.000000;0.035700;1.002900;351373004913.309500;4216476058959.714300;0.000800;0.044100;0.070000;0.067500;0.070900;0.001700;0.000000;0.000000;19120260214.285700;60946740000.000000;139620143130.000000;21981317914.285700;89533552268.571400;19333344342.857100;50.000000;10.000000;5.000000;2.000000;1.000000;3.000000;6.000000;122561234985.000000;0.348800;-18846667346.023800;-18846667346.023800;-0.053600;6088386215.714300;-11521560775.357100;168015760000.000000;179537320775.357100;120734076360.857100;4963992600.000000;0.000000;1.001600;0.580000;0.000000;1.017900;1.016300;80.000000;80.000000;0.000000;0.000000;1078313000000.000000;0.000000;1.000000;826017094.285700;826017094.285700;10400000000.000000;6240000000.000000;4160000000.000000;0.600000;2241043809.523800;0.214000;0.066000;75910960572.785700;514431647.047600;76425392219.833300;0.217500;26347857142.857100;64112342175.000000;16028085543.738100;80140427718.738100;115109936129.952400;66016990625.500000;0.327600;264229835.309500;2336632315379.047600;66057458.833300;374325600.000000;374325600.000000;4806.000000;6236070454.761900;2154447849.309500;0.469500;0.187900;1.000000;0.000800;0.042300;0.040000;1979516990625.500000;439698339817.190500;996470465667.071400;300000000000.000000;0.000000;6314550000.000000;1050000000.000000;0.000000;0.000000;0.000000;0.000000;0.000000;854848972094.142900;1424748286823.571400;1980811200156.547600;5983942804.659000;727743154.285700;0.027500;0.151600;0.000000;0.000000;4.347000;3.470700;0.400000;0.028100;0.028400;0.028700;520512521418.214300;219610657861.476200;0.000000;1421777559.571400;7011119698.095200;1929489226899.190500;0.123400;0.052100;0.054100;0.457600;128508.770000;1233010016962.452400;9.871700;0.057100;17376962.452400;0.000000;2082709338.904800;0.000000;1586531592.190500;3976715925.023800;514431647.047600;106691666666.666700;0.067300;0.000000;0.025000;32007500000.000000;16003750000.000000;1.000000;77194169269.261900;106184985468.619000;64006760207.904800;562546534.714300;468789101.571400;478164554.500000;329924393.904800;449371246666.309500;179341424933.333300;228075331651.881000;1057090851.881000;481759200.000000;0.000000;422229680501.023800;104526550457.619000;3218828600.523800;6437657201.023800;0.569600;-192578666.309500;160088145441.881000;279610194375.309500;745712521418.214300;0.000000;0.000000;291266594.500000;291266594.500000;0.000000;157.590000;8034000000000.000000;961290715967.619000;0.025900;31669160328.000000;3219865067.714300;1448939280.476200;2028514992.666700;7072709284032.381000;10349982201.000000;0.228000;236.900000;195.700000;175.100000;180.250000;113.300000;144.200000;103.000000;0.000000;2.000000;0.000000;4068443485912.142900;36198951983.571400;71634341622.714300;0.103000;0.203900;26454675691.500000;38294142473.238100;837647043.309500;0.109000;16467655645.833300;0.046900;80.000000;45394657210.095200;19143074260.095200;0.011200;9400624593.785700;9588637085.666700;188012491.881000;-188012491.881000;188012491.881000;17717327833.095200;34376641428.571400;16659313595.476200;0.000000;10288233275.166700;20249523809.523800;0.000000;9961290534.357100;3466609315.476200;0.000000;33414.000000;86561.000000;81.000000;0.000000;1819219081.119000;9523809523.809500;99045976.500000;0.000000;711842585.547600;0.026400;0.805000;0.030700;0.010100;0.000000;0.000000;0.115000;1551463799.642900;4548733339.928600;6100197139.571400;0.096100;294778121.928600;0.000000;0.000000;0.000000;0.000000;0.000000;10000.000000;0.000000;10000.000000;0.246400;0.246700;6661127202.142900;0.019000;0.065700;0.061700;0.063500;0.069200;0.050000;0.054100
2;0.047500;0.060200;0.060200;0.000000;0.640000;0.231300;0.128700;0.045000;4.254600;9701.056200;9701.416500;2003310071785.404800;0.000100;0.035700;1.006800;353471745876.071400;4241660950512.857100;0.000800;0.044200;0.069800;0.067200;0.070800;0.001700;0.000000;0.000000;19233208307.357100;61344628310.952400;140516537403.690500;22119480681.928600;90036632103.261900;19465524760.381000;50.000000;10.000000;5.000000;2.000000;1.000000;3.000000;6.000000;123266239325.119000;0.348700;-32606861441.642900;-13760194095.619000;-0.038900;5978139879.333300;-8196436873.809500;168970456267.190500;177166893141.000000;121166763971.309500;4953071816.285700;0.000000;1.003200;0.580000;0.000000;1.004200;1.001000;160.000000;80.000000;14282075.309500;0.018800;1078313000000.000000;0.000000;1.000000;828021487.547600;813739412.238100;11512728132.761900;6906255490.404800;4606472642.357100;0.653600;2232123809.523800;0.204000;0.066200;74612523412.357100;1301709892.190500;75914233304.547600;0.214800;26372619047.619000;44547808643.190500;11136952160.809500;55684760804.000000;91028339289.047600;23793081159.904800;0.257500;825718235.309500;2336911824198.261900;206429558.833300;1169767500.000000;1544093100.000000;4806.000000;5923427500.000000;2126002717.690500;0.472300;0.067300;2.000000;0.307400;0.042900;0.040200;2003310071785.404800;453302603776.142900;1005990077439.142900;300000000000.000000;0.000000;6532406069.071400;1050000000.000000;0.000000;0.000000;0.000000;0.000000;0.000000;856436897460.428600;1427394829100.666700;2004094959941.000000;5995058282.222800;531201639.047600;0.025700;0.163700;0.000200;0.000000;4.528400;3.502600;0.400000;0.026300;0.026700;0.027000;515343846250.428600;213910037248.809500;0.000000;1346516181.357100;7047136794.023800;1938802790663.690500;0.121500;0.050400;0.052400;0.457100;189573.886600;1818954849437.023800;14.430000;0.055400;18472414.023800;0.000100;2082709338.904800;0.000000;2646445340.214300;2718889190.928600;1301709892.190500;104913472222.214300;0.067900;0.000000;0.025000;31474041666.666700;15737020833.333300;1.000000;81797362705.404800;112538723785.381000;64207303711.095200;564220966.666700;470182846.428600;479587821.666700;330806545.261900;471786658618.119000;179810086859.023800;222279718263.642900;1008689757.785700;468877266.809500;0.000000;420898040629.928600;103073387900.000000;5460788667.071400;4537352687.857100;0.571500;-235091815.809500;159416560704.881000;293886043071.261900;714149124764.333300;20768087121.881000;37292225.690500;284949657.357100;576216251.857100;0.000000;154.548700;7877578020000.000000;987269188900.809500;0.053500;30773449734.071400;3306880552.333300;1488096248.547600;4365082329.095200;6890308831099.190500;0.000000;0.232800;232.446300;191.942600;171.703100;176.789200;111.090600;141.431400;100.940000;0.000200;14.000000;0.000000;4082963211960.571400;36445209872.214300;66669720924.190500;0.103100;0.188600;26558970682.881000;39047286677.119000;755734308.500000;0.110500;16475316700.214300;0.046600;80.200000;63504277713.738100;18261840655.857100;0.015600;9442618547.547600;9631470918.500000;376864862.833300;-376864862.833300;188852370.952400;29187725646.809500;34459975000.000000;5272249353.190500;0.000000;16876428939.690500;20283154761.904800;0.000000;3406725822.214300;5696490295.761900;0.000000;33495.000000;86641.000000;81.000000;494655017.357100;3017157398.309500;19047619047.619000;185612360.166700;76190476.190500;0.000000;0.028100;0.800000;0.032800;0.021100;0.000000;-0.001600;0.115000;1578766335.976200;4778150399.238100;6356916735.214300;0.096600;299965603.833300;33.000000;4.000000;0.000000;0.000000;29.000000;10029.000000;31.000000;10031.000000;0.246700;0.247200;6555605827.404800;0.018500;0.064900;0.061100;0.062600;0.068600;0.049600;0.054300
3;0.053100;0.059600;0.059600;0.000000;0.640200;0.231200;0.128600;0.045200;4.254200;9715.689300;9715.906700;2047422027136.142900;0.000100;0.036600;1.011200;356022811805.833300;4272273741670.000000;0.001100;0.044100;0.073100;0.066700;0.071400;0.001700;0.000000;0.000000;19412840667.261900;61862185716.500000;141581176843.761900;22266692897.761900;90599129381.571400;19614628565.000000;50.000000;10.000000;5.000000;2.000000;1.000000;3.000000;6.000100;124272296965.023800;0.349100;-44245160325.904800;-11638298884.261900;-0.032700;6013692277.619000;-5276609110.809500;171383368659.714300;176659977770.523800;121643728040.833300;4945623842.190500;0.000000;1.004800;0.580000;0.000000;1.006800;1.002000;239.000000;80.000000;28528277.047600;0.016700;1078313000000.000000;0.000000;1.000000;829945130.023800;801416852.976200;14210985140.642900;8524885936.666700;5686099203.976200;0.800000;2215558095.238100;0.192000;0.066300;73221711809.904800;852133323.523800;74073845133.428600;0.208100;26396047619.047600;59188337416.142900;14797084354.047600;73985421770.190500;109538238015.476200;44111955350.738100;0.307700;1321149176.476200;2341345498607.785700;330287294.119000;1871628000.000000;3415721100.000000;4806.000000;5632529937.857100;2119919733.238100;0.479200;0.123900;2.000000;0.081900;0.044000;0.040300;2047422027136.142900;478957309854.404800;1023780429032.095200;300000000000.000000;0.000000;6610923236.881000;1080000000.000000;0.000000;0.000000;0.000000;0.000000;0.000000;865578829859.023800;1442631383098.333300;2018671094036.785700;6059051809.013000;683369241.642900;0.025700;0.176000;0.000300;0.000000;4.817700;3.556800;0.400000;0.026400;0.026700;0.027100;510969491318.714300;208401082480.666700;0.000000;1350988327.214300;6859943095.357100;1949365972986.857100;0.119600;0.048800;0.050700;0.456300;189573.886600;1818973883514.023800;14.184400;0.053900;19034077.000000;0.000100;3072412815.738100;0.000000;1629011770.381000;4083194486.190500;852133323.523800;103164914351.833300;0.069000;0.000000;0.025000;30949474305.571400;15474737152.785700;1.000000;82013476474.381000;112859167885.619000;64407209801.833300;565932585.214300;471609516.857100;481042697.428600;331711269.785700;472874796586.619000;180277078447.809500;216612745425.000000;963759585.428600;456295805.642900;0.000000;421098506524.428600;101640604670.904800;8440938450.761900;6050948659.261900;0.577800;-193737374.976200;158604093572.714300;320353216281.690500;685220612326.166700;39595312132.071400;63604109.285700;285478965.785700;861695217.642900;0.000000;155.219100;7910523876122.404800;1013382653762.476200;0.051700;30932955009.500000;3394007146.357100;1425483001.476200;4378269218.809500;6897141222359.928600;341619563.047600;0.237200;233.562000;192.787100;172.424300;177.567100;111.557200;142.067800;101.313500;0.000100;12.000000;0.000000;4093584731553.833300;37237070181.714300;70382635245.690500;0.104600;0.197700;26633806979.714300;39790560220.166700;686157733.976200;0.111800;15995624959.738100;0.044900;80.400000;80356955883.190500;17027331533.452400;0.019600;9507024645.523800;9697165138.428600;567005355.738100;-567005355.738100;190140492.904800;29285173421.309500;34543308571.428600;5258135150.119000;0.000000;16927239348.095200;20316666666.666700;0.000000;3389427318.571400;5715345796.809500;0.000000;33576.000000;86720.000000;81.000000;1015751645.857100;3027458295.166700;28571428571.428600;310812716.071400;38095238.095200;0.000000;0.029100;0.783800;0.034000;0.025000;0.000000;-0.003500;0.115000;1614258716.404800;4863839775.857100;6478098492.261900;0.096600;306709156.119000;2.000000;2.000000;0.000000;0.000000;0.000000;10029.000000;0.000000;10031.000000;0.247200;0.247500;6491232921.690500;0.018200;0.064300;0.060400;0.062000;0.067900;0.049000;0.054100
4;0.047300;0.059400;0.059400;0.000000;0.640400;0.231200;0.128400;0.045700;4.253300;9730.344400;9730.350800;2086021167292.285700;0.000600;0.037100;1.015100;358733510420.214300;4304802125042.571400;0.001600;0.044100;0.076400;0.068500;0.071700;0.001700;0.000000;0.000000;19556194870.238100;62390046335.833300;142723847011.047600;22441653627.261900;91236761862.095200;19776202617.381000;50.000000;10.000000;5.000000;2.000000;1.000000;3.000000;6.000100;125189589606.357100;0.349000;-54264475741.952400;-10017507394.214300;-0.027900;6087608229.523800;-4141217025.809500;174741491474.190500;178882708500.000000;122086615778.023800;4939660996.190500;0.000000;1.006400;0.580000;0.000000;1.007200;1.000800;318.000000;80.000000;43118090.523800;0.009400;1078313000000.000000;0.000000;1.000000;832026764.428600;788908673.904800;17934649144.714300;10759713407.881000;7174935736.833300;1.000000;2196443809.523800;0.188000;0.066400;73471854521.809500;1340712018.214300;74812566540.023800;0.208500;26420000000.000000;55170915329.381000;13792728832.333300;68963644161.714300;104790725690.190500;38599140156.142900;0.292100;1816580117.642900;2345248080064.714300;454145029.404800;2573488500.000000;5989209600.000000;4806.000000;5586247752.571400;2146592502.000000;0.484600;0.107600;2.000000;0.147100;0.044800;0.040400;2086021167292.285700;501231531136.547600;1039440100193.452400;300000000000.000000;0.000000;6756492689.547600;1110000000.000000;0.000000;0.000000;0.000000;0.000000;0.000000;877991295432.261900;1463318825720.428600;2038747526938.738100;6145939068.025800;630286200.452400;0.026800;0.189100;0.003100;0.000000;5.041000;3.622900;0.400000;0.027500;0.027900;0.028300;507222902436.023800;203059825539.785700;0.000000;1355438598.261900;6696695539.142900;1960841395449.381000;0.117800;0.047200;0.049000;0.455500;189573.886600;1818992363266.000000;13.947000;0.052600;18479751.976200;0.000100;3072412815.738100;0.000000;1656863876.261900;4153007097.238100;1340712018.214300;101445499112.642900;0.069800;0.000000;0.025000;30433649733.833300;15216824866.928600;1.000000;82232846621.142900;113184186694.595200;64606647394.761900;567417438.095200;472849160.952400;482304822.381000;332550086.404800;473983202105.666700;180742888567.523800;211107965913.976200;956643903.738100;444402708.523800;0.000000;420943986828.428600;100227625476.190500;11220253433.952400;5698749544.690500;0.582400;-194151554.214300;157718830761.166700;343512700375.381000;658286376877.309500;57024322859.142900;313285180.238100;288526276.619000;1150221494.261900;0.000000;155.655100;7931403567478.166700;1039450701559.595200;0.051800;31011513522.261900;3481313890.952400;1462151834.190500;4490894919.333300;6891952865918.571400;0.000000;0.241500;234.332800;193.346200;172.889800;178.082000;111.858400;142.494000;101.526300;0.000000;4.000000;0.000000;4104381038192.261900;37221853342.809500;68559130824.904800;0.103800;0.191100;26708802616.452400;40391709411.023800;608804096.357100;0.112600;15818756081.357100;0.044100;80.600000;95807570642.238100;15727968532.119000;0.023300;9567559433.095200;9758910621.761900;758356544.404800;-758356544.404800;191351188.666700;29377500964.238100;34626642142.857100;5249141178.619000;0.000000;16978338744.071400;20350178571.428600;0.000000;3371839827.357100;5733047398.500000;0.000000;33657.000000;86799.000000;81.000000;1565507108.023800;3037445700.261900;38095238095.238100;398423595.904800;76190476.190500;0.000000;0.028600;0.779300;0.033400;0.018200;0.000000;-0.005100;0.115000;1649376725.095200;4965882439.571400;6615259164.666700;0.096500;313381577.761900;3.000000;4.000000;0.000000;0.000000;-1.000000;10028.000000;0.000000;10031.000000;0.247500;0.247800;6524585641.476200;0.018200;0.063700;0.060400;0.061100;0.067600;0.048500;0.055000
5;0.037300;0.059000;0.059000;0.000000;0.640500;0.231200;0.128300;0.045600;4.252000;9745.021700;9744.839100;2126085220993.523800;0.000700;0.036600;1.018200;361268237064.000000;4335218844768.000000;0.001800;0.043800;0.076400;0.068000;0.071600;0.001700;0.000000;0.000000;19713310371.523800;62886145008.904800;143763179854.023800;22590896484.023800;91808541278.000000;19942400889.928600;50.000000;10.000000;5.000000;2.000000;1.000000;3.000000;6.000100;126127690148.214300;0.349100;-62127808658.595200;-7860916133.976200;-0.021800;6163007520.714300;-2459292072.000000;178208535109.595200;180667827181.595200;122534247330.119000;4934695514.690500;0.000000;1.008000;0.580000;0.000000;1.008100;1.000100;396.000000;80.000000;57828409.785700;0.017700;1078313000000.000000;0.000000;1.000000;833944215.166700;776115805.381000;21737076806.357100;13043550438.881000;8693526367.476200;1.200000;1742689523.809500;0.180000;0.066700;73662847232.761900;1238649068.928600;74901496301.690500;0.207300;26443571428.571400;56572407595.047600;14143101898.761900;70715509493.809500;106355385880.619000;40064053701.238100;0.294400;2278982329.404800;2349943923892.547600;569745582.357100;3228558300.000000;9217767900.000000;4806.000000;5542457838.000000;2168013926.190500;0.490400;0.110900;2.000000;0.127900;0.044400;0.040600;2126085220993.523800;524418119250.333300;1055654022726.333300;300000000000.000000;0.000000;6883869852.071400;1110000000.000000;0.000000;0.000000;0.000000;0.000000;0.000000;891931958530.381000;1486553264217.285700;2061393861115.690500;6243523709.712600;554448231.238100;0.027400;0.203900;0.002900;0.000000;5.258100;3.702600;0.400000;0.028100;0.028500;0.028800;502790387486.000000;197838792889.857100;0.000000;1355171321.452400;6576203971.381000;1971800296691.523800;0.116000;0.045600;0.047500;0.454800;189573.886600;1819020142625.000000;13.736300;0.051500;27779359.000000;0.000200;3072412815.738100;0.000000;1681830683.904800;4215587572.857100;1238649068.928600;99754740794.095200;0.069500;0.000000;0.025100;29926422238.285700;14963211119.166700;1.000000;82451596483.476200;113508559551.071400;64805617755.619000;569033378.547600;474194806.523800;483678371.761900;333430078.214300;475085856104.309500;181207461261.238100;205761263576.428600;950010270.500000;432602443.761900;0.000000;420978004403.976200;98834473466.809500;14069694826.690500;5885138992.452400;0.587500;-194988538.285700;156866986654.238100;367551132596.095200;632318760115.214300;73160813948.047600;370638962.523800;292663765.166700;1442885259.428600;0.000000;155.952400;7945202100679.547600;1065409852739.238100;0.052900;31026074586.714300;3568255920.476200;1498667486.595200;4710097815.047600;6879792247940.309500;0.000000;0.245800;234.895200;193.732900;173.201000;178.438200;112.059700;142.793200;101.648100;0.000100;7.000000;0.000000;4115179361484.452400;37692226834.476200;68675708234.666700;0.104300;0.190100;26784713226.809500;40961828833.761900;563763177.595200;0.113400;15619273650.047600;0.043200;80.800000;110053142061.571400;14561397172.023800;0.026700;9625692567.523800;9818206418.881000;950870395.761900;-950870395.761900;192513851.357100;29460829301.952400;34709975714.285700;5249146412.333300;0.000000;17022553718.595200;20383571428.571400;0.000000;3361017709.976200;5749292203.738100;0.000000;33738.000000;86877.000000;81.000000;2577330929.381000;3046084773.738100;47619047619.047600;486498614.785700;76190476.190500;0.000000;0.027200;0.783500;0.031800;0.008700;0.000000;-0.006400;0.115000;1677355028.881000;5043030876.381000;6720385905.261900;0.096500;318697455.476200;3.000000;4.000000;0.000000;0.000000;-1.000000;10027.000000;0.000000;10031.000000;0.247800;0.248000;6557844948.738100;0.018200;0.062700;0.059900;0.060300;0.067200;0.048000;0.055700
6;0.044700;0.059100;0.059100;0.000000;0.640700;0.230900;0.128300;0.046000;4.250300;9759.721100;9760.448000;2165773901337.000000;0.000700;0.036300;1.021900;363549526411.333300;4362594316936.000000;0.002300;0.043700;0.076400;0.068600;0.072300;0.001700;0.000000;0.000000;19833859207.690500;63328754314.761900;144730807751.285700;22733851839.928600;92309022718.595200;20092968259.452400;50.000000;10.000000;5.000000;2.000000;1.000000;3.000000;6.000200;127014086996.666700;0.349400;-67529097329.357100;-5398255587.357100;-0.014800;6130925571.047600;-1984070062.071400;180897363513.904800;182881433575.976200;122973301036.119000;4931212133.881000;0.000000;1.009600;0.580000;0.000000;1.012200;1.002600;474.000000;80.000000;71131523.881000;0.010500;1078313000000.000000;0.000000;1.000000;835853416.714300;764721892.833300;24619660023.642900;14777705914.595200;9841954109.047600;1.346400;1727971666.666700;0.182000;0.066800;74183182413.428600;1282706868.381000;75465889281.809500;0.207600;26466714285.714300;56538696336.047600;14134674084.000000;70673370420.047600;106561226554.666700;39688680343.476200;0.293100;2708355811.761900;2355037234168.857100;677088952.952400;3836837400.000000;13054605300.000000;4806.000000;5517290689.761900;2194577202.904800;0.496400;0.109200;2.000000;0.130500;0.044100;0.040700;2165773901337.000000;546695161154.928600;1071688249585.095200;300000000000.000000;0.000000;7016081229.285700;1080000000.000000;0.000000;0.000000;0.000000;0.000000;0.000000;909689040177.309500;1516148400295.547600;2115471563480.785700;6367823281.241300;612020122.333300;0.026900;0.213500;0.002800;0.000000;5.414500;3.779200;0.400000;0.027500;0.027900;0.028300;499550681468.952400;187898506359.904800;0.025800;1322384958.047600;6408524199.690500;1979325132433.381000;0.114500;0.043100;0.046000;0.453700;294270.374500;2823687353912.333300;21.052600;0.049100;22386515.547600;0.000200;3070830209.071400;0.000000;2935385561.333300;2751740663.119000;1282706868.381000;98092161780.857100;0.069200;0.000000;0.025100;29427648534.333300;14713824267.190500;1.000000;87831464910.666700;120936849539.238100;65218782370.714300;570344873.523800;475286745.285700;484793142.500000;334231145.000000;501231001404.381000;182171708226.261900;200570174253.190500;946270769.738100;421769438.071400;0.000000;421051115357.547600;97460519134.261900;16915268967.000000;5924705214.785700;0.593000;-237643399.428600;155330820352.738100;391364340802.190500;608113284321.404800;88895066829.642900;381123207.761900;297310652.857100;1740195912.285700;0.000000;156.326900;7962927677174.404800;1091305770351.333300;0.053400;31085997972.142900;3654986169.047600;1535094191.000000;4824581743.119000;6871621906823.071400;0.000000;0.250200;235.576400;194.217200;173.599400;178.884300;112.306200;143.150200;101.820900;0.000000;3.000000;0.000000;4127119050607.309500;38626693267.619000;68969323132.642900;0.106200;0.189700;26867964029.642900;41484431153.381000;520262319.619000;0.114100;15433204880.261900;0.042500;81.000000;123189777880.857100;13499599969.261900;0.029800;9677103330.238100;9870645396.833300;1144412462.357100;-1144412462.357100;193542066.595200;29546269377.547600;34793309285.714300;5247039908.166700;0.000000;17070661123.261900;20416964285.714300;0.000000;3346303162.452400;5765971587.000000;0.000000;33819.000000;86955.000000;81.000000;3612309372.119000;3054910823.690500;57142857142.857100;632193042.452400;19047619.047600;0.000000;0.028100;0.783700;0.032900;0.017500;0.000000;-0.007700;0.115000;1702663607.714300;5093508447.642900;6796172055.357100;0.096500;323506085.476200;2.000000;1.000000;0.000000;0.000000;1.000000;10028.000000;0.000000;10031.000000;0.248000;0.248400;6594882876.904800;0.018100;0.062000;0.059800;0.059700;0.066600;0.047700;0.058200
