Seed;BankId;Deposits;Loans;Capital;NPL;CAR;GovBonds;InterbankNet;Failed
1;0;2843977972.50;265499931.85;749548348.15;0.019000;2.357500;1313122175.09;0.00;false
1;1;1484972485.27;175907447.34;423998464.65;0.024000;2.170200;722199096.02;0.00;false
1;2;1061230518.61;104709158.20;327089434.83;0.036500;2.743500;516678984.43;0.00;false
1;3;1122665988.77;138624028.22;293827797.23;0.019800;1.934500;523447093.98;0.00;false
1;4;1068371159.26;119179083.11;318289274.61;0.017100;2.356600;520473499.38;0.00;false
1;5;518443030.69;56387430.96;168204054.24;0.033400;2.626500;261481806.53;0.00;false
1;6;6110529652.35;596026288.61;1590911302.38;0.023400;2.368900;2821149449.37;0.00;false
2;0;2545762704.21;288019537.11;689030180.61;0.021800;2.052700;1204999363.22;0.00;false
2;1;1684010500.02;201861949.52;466049461.31;0.014600;2.062000;823805115.97;0.00;false
2;2;884579568.41;105279565.03;258387180.85;0.026700;2.190700;448023755.72;0.00;false
2;3;1333213271.40;170759712.81;343559481.61;0.017400;1.826800;631519512.77;0.00;false
2;4;1148408302.79;124587595.38;354888652.77;0.018600;2.476800;556024522.65;0.00;false
2;5;328725669.86;43356630.14;126406978.85;0.032400;2.601500;179934188.10;0.00;false
2;6;6115969653.12;644116911.55;1565819936.26;0.020400;2.169700;2876537459.35;0.00;false
3;0;3107269724.21;272477214.86;832879700.82;0.025900;2.589400;1416778101.64;0.00;false
3;1;2102410875.57;195225357.77;620482402.86;0.034500;2.801000;979869390.13;0.00;false
3;2;1010879241.05;127709490.66;367520958.50;0.027300;2.505300;520823429.96;0.00;false
3;3;812238642.20;110261948.95;248126856.19;0.029300;2.049200;403202491.84;0.00;false
3;4;1146569835.28;113714274.30;355491253.93;0.032900;2.729700;540477787.85;0.00;false
3;5;320512760.58;35308715.68;125402753.28;0.036200;3.024400;172297151.17;0.00;false
3;6;5754067382.60;580243755.78;1541446025.39;0.023600;2.365100;2655676949.12;0.00;false
4;0;2700198390.45;286804000.31;664152687.51;0.021400;1.980900;1139298986.31;0.00;false
4;1;1588826441.79;221033263.96;441506757.49;0.011500;1.811500;715626446.07;0.00;false
4;2;1169167149.09;123271491.84;297612929.80;0.026000;2.075000;510896527.56;0.00;false
4;3;1229291417.05;158899956.16;289844361.09;0.013700;1.676200;521219326.50;0.00;false
4;4;997342386.95;123307347.77;278490716.98;0.015400;2.019100;441814355.49;0.00;false
4;5;337231872.97;40222959.65;119181866.13;0.035100;2.589600;163326569.94;0.00;false
4;6;6865486047.12;739950952.27;1585744017.91;0.016300;1.907700;2867071175.72;0.00;false
5;0;2281276169.47;239526382.27;598627612.71;0.021400;2.115600;1158184548.49;0.00;false
5;1;1773140261.65;191423395.39;535451619.69;0.030400;2.492000;914861626.03;0.00;false
5;2;1308024329.49;127454403.23;360532887.20;0.045200;2.531200;675455835.76;0.00;false
5;3;792698927.63;112750554.76;242872394.38;0.031200;1.973300;423669019.32;0.00;false
5;4;1274465776.35;121433413.60;346106809.54;0.016000;2.524700;656449967.70;0.00;false
5;5;443096969.05;58325771.88;165544913.33;0.023500;2.381700;255619055.47;0.00;false
5;6;5978156166.36;603650586.89;1495849314.90;0.023400;2.226900;3023505763.71;0.00;false
6;0;2613931787.18;244152453.71;664955337.87;0.024600;2.279600;1169768988.46;0.00;false
6;1;1521445828.80;171798141.84;459596248.86;0.029400;2.397900;703833569.75;0.00;false
6;2;1114616779.92;114565929.91;317008227.39;0.026200;2.448300;514245444.38;0.00;false
6;3;1026462820.08;132538778.28;286062072.25;0.021300;1.951700;480795757.27;0.00;false
6;4;1047139663.17;113228457.15;301629027.68;0.020100;2.363600;480094834.49;0.00;false
6;5;414609114.32;46105039.25;148822109.40;0.048600;2.733400;211073429.04;0.00;false
6;6;6632183859.66;616706146.16;1683084442.87;0.024900;2.433300;2925691504.20;0.00;false
7;0;2247119917.34;232499035.65;587784290.21;0.015200;2.144400;1086407308.23;0.00;false
7;1;1568977736.99;182167595.42;428893466.14;0.018700;2.106000;778763239.70;0.00;false
7;2;1579941467.20;148029531.56;420004742.02;0.013400;2.493000;764835573.26;0.00;false
7;3;1000557364.47;136017256.90;287562141.89;0.022600;1.926800;495942010.19;0.00;false
7;4;1082125620.60;114569761.47;313377163.54;0.019700;2.457200;536486954.67;0.00;false
7;5;411656751.64;51424212.25;140035814.24;0.030800;2.415800;218446227.45;0.00;false
7;6;6139654386.00;609908655.77;1587669926.46;0.017400;2.331600;2919529259.75;0.00;false
8;0;2414311869.01;245913509.08;663635772.56;0.020100;2.282400;1218323767.08;0.00;false
8;1;1580788540.75;187853232.44;474922757.55;0.023600;2.298200;829464492.82;0.00;false
8;2;1260101529.89;131738854.90;363393030.30;0.015800;2.461800;645238633.79;0.00;false
8;3;1095478161.02;142722051.42;336465262.64;0.020600;2.061300;573201521.27;0.00;false
8;4;833749737.79;99943389.16;250525124.62;0.021100;2.239300;442435461.83;0.00;false
8;5;374629851.42;41908099.85;130774301.52;0.049100;2.724400;210067774.94;0.00;false
8;6;6436006811.01;663639642.43;1697264755.35;0.019000;2.314500;3207766730.54;0.00;false
9;0;3010136424.43;300838310.55;746532351.48;0.018000;2.107800;1373356312.20;0.00;false
9;1;1842734278.24;214979883.01;496623208.70;0.020200;2.066500;864465983.05;0.00;false
9;2;944468110.29;111851008.90;261902409.89;0.019000;2.064500;459310643.26;0.00;false
9;3;886192977.46;124094915.00;267196416.97;0.031400;1.973100;433386034.46;0.00;false
9;4;1178623337.09;119239735.41;320202436.89;0.014800;2.289500;558567008.63;0.00;false
9;5;385343115.24;42733866.16;132624771.98;0.039500;2.701500;198452457.99;0.00;false
9;6;5970785230.79;611221172.87;1490333504.44;0.019100;2.155300;2713313925.56;0.00;false
10;0;2104595340.34;230050888.04;620984566.54;0.021400;2.277300;963455466.11;0.00;false
10;1;1513176012.27;167876506.26;464727463.91;0.023800;2.439400;711261375.98;0.00;false
10;2;1187674771.06;108404904.76;336284914.70;0.019100;2.719500;547183489.76;0.00;false
10;3;991431302.83;116027086.80;302859529.35;0.027800;2.349500;461651336.07;0.00;false
10;4;1283909002.00;133318087.57;338472732.20;0.015000;2.242800;586786349.37;0.00;false
10;5;662910435.98;67037316.50;207265142.35;0.022300;2.706900;311373373.38;0.00;false
10;6;6463725651.07;596500061.98;1689823707.20;0.041200;2.495500;2863872570.12;0.00;false
