Seed;BankId;Deposits;Loans;Capital;NPL;CAR;GovBonds;InterbankNet;Failed
1;0;2829726469.20;260257554.31;737005708.06;0.016300;2.347900;1310834876.80;0.00;false
1;1;1475573567.63;177022060.13;418019105.15;0.022400;2.122200;717890300.22;0.00;false
1;2;1031559810.37;102785056.36;309885859.89;0.017800;2.613700;509178440.90;0.00;false
1;3;1118638089.54;128770141.70;295856655.52;0.020400;2.090700;524717864.34;0.00;false
1;4;1092164372.51;123418292.13;317929968.78;0.014800;2.278700;523404130.78;0.00;false
1;5;519610636.24;53846062.12;165616945.02;0.034900;2.684900;261868892.21;0.00;false
1;6;6092888715.53;585885024.51;1580699168.46;0.019700;2.388300;2819631053.02;0.00;false
2;0;2500287366.04;283880940.05;664863676.92;0.013000;1.989600;1201087419.53;0.00;false
2;1;1701219989.98;210085086.08;453444851.49;0.012400;1.927000;830973742.23;0.00;false
2;2;896678186.66;105627757.79;265391591.36;0.021300;2.253900;452024460.44;0.00;false
2;3;1305342662.07;159947032.51;336147969.58;0.013700;1.890400;630189107.71;0.00;false
2;4;1147750479.76;121239513.95;345258771.42;0.013900;2.451200;559001227.11;0.00;false
2;5;331019058.92;43741045.07;124045701.07;0.024800;2.510000;181517249.48;0.00;false
2;6;6159112825.95;653217915.97;1551970044.67;0.019500;2.120000;2895207856.30;0.00;false
3;0;3087278576.75;281610953.54;786705287.60;0.017700;2.354900;1415059404.20;0.00;false
3;1;2075579615.93;198386276.37;586810323.38;0.046700;2.582100;970002196.08;0.00;false
3;2;990963389.38;133854003.89;340619242.64;0.014600;2.211300;514726730.52;0.00;false
3;3;805147253.12;102698449.78;244574189.53;0.027400;2.152500;399903496.46;0.00;false
3;4;1141010968.22;111158106.50;333793684.74;0.020400;2.586200;540839695.18;0.00;false
3;5;320799353.54;36135461.61;124796441.84;0.032100;2.959100;172348600.60;0.00;false
3;6;5723221653.65;559243840.85;1497296848.58;0.022300;2.362500;2644155011.57;0.00;false
4;0;2740707878.24;278004887.63;668899090.45;0.021700;2.046800;1155031408.07;0.00;false
4;1;1687619623.98;209989317.15;458667057.57;0.016600;1.965500;742420328.59;0.00;false
4;2;1162268386.70;119474181.67;301516919.90;0.015700;2.166400;510956101.18;0.00;false
4;3;1235116442.50;145539916.65;294332061.49;0.015800;1.843500;523454194.09;0.00;false
4;4;1028320337.09;106855154.13;279728147.60;0.012400;2.293400;447381383.38;0.00;false
4;5;334504550.65;38123537.95;119527402.68;0.035500;2.731200;164500661.26;0.00;false
4;6;6642068388.10;712511727.80;1591686177.47;0.014700;1.988700;2816136777.56;0.00;false
5;0;2292618435.28;233384798.55;600347686.42;0.016200;2.154200;1117843594.44;0.00;false
5;1;1784070749.67;189589759.08;523584574.95;0.015200;2.421600;882667048.14;0.00;false
5;2;1316205711.70;132275257.31;360990112.20;0.014700;2.421300;648559513.31;0.00;false
5;3;789018246.54;102776713.94;246305979.14;0.028200;2.171700;408107294.52;0.00;false
5;4;1310196412.56;126802331.32;353985238.00;0.013800;2.467000;635586448.83;0.00;false
5;5;445245341.11;57185411.20;171043537.90;0.023100;2.495100;247419047.88;0.00;false
5;6;6143804015.72;608396947.40;1508260224.19;0.016600;2.208100;2949854848.24;0.00;false
6;0;2626557236.01;249169430.03;643130838.86;0.020500;2.146100;1181182621.55;0.00;false
6;1;1502540329.98;188221853.25;433193214.01;0.020100;2.067200;708913159.87;0.00;false
6;2;1104648274.67;119746771.69;302740586.00;0.012800;2.234200;517122502.26;0.00;false
6;3;1019823835.82;127448020.00;276579316.84;0.019600;1.950700;481301525.66;0.00;false
6;4;1048650462.41;108564846.29;303991402.94;0.021800;2.489500;483900637.37;0.00;false
6;5;413891547.66;49554685.01;142566030.18;0.038800;2.431800;212233682.32;0.00;false
6;6;6629240031.72;603470005.47;1681616506.14;0.027200;2.478300;2941365046.04;0.00;false
7;0;2235857080.45;223680579.59;591570551.89;0.019000;2.240000;1095927733.69;0.00;false
7;1;1542408884.17;171501111.02;423792489.51;0.015700;2.197900;782793053.63;0.00;false
7;2;1569615402.05;154226564.85;408700662.40;0.013100;2.330400;773499955.17;0.00;false
7;3;990686580.72;126225227.81;274126726.64;0.013200;1.948900;499129574.33;0.00;false
7;4;1076971907.85;107803972.84;301606031.75;0.014700;2.473600;540481746.21;0.00;false
7;5;400589583.83;40580081.19;136111585.67;0.022900;2.869700;217933984.65;0.00;false
7;6;6125844576.82;599561459.87;1577284291.25;0.015900;2.350800;2959016687.87;0.00;false
8;0;2361516820.36;236552105.93;628685896.79;0.018500;2.220900;1211670183.24;0.00;false
8;1;1628827770.87;175689081.90;453100256.55;0.016900;2.315400;857444860.27;0.00;false
