Seed;BankId;Deposits;Loans;Capital;NPL;CAR;GovBonds;InterbankNet;Failed
1;0;3482533779.98;252247019.02;912562441.35;0.023000;3.232100;1996790569.27;0.00;false
1;1;1797758482.34;162055505.32;514123021.72;0.037800;2.962900;1069457892.70;0.00;false
1;2;1289789915.02;104413189.76;380048149.56;0.027200;3.339300;771377850.74;0.00;false
1;3;1305508126.20;131353688.68;354151492.64;0.023300;2.542200;773840950.23;0.00;false
1;4;1353980864.40;108129316.50;405645248.89;0.030300;3.478100;804663430.13;0.00;false
1;5;652494865.11;51954528.20;200694299.19;0.046700;3.520800;395348420.46;0.00;false
1;6;7218055694.28;607832093.34;1943452073.63;0.032300;2.984500;4199509463.19;0.00;false
2;0;3073066923.08;279928087.12;810993071.71;0.023200;2.624300;1779927506.64;0.00;false
2;1;2048223192.36;208350115.08;554131188.21;0.021100;2.475700;1223605618.19;0.00;false
2;2;1097797744.19;102323269.00;314784655.87;0.037700;2.848500;665389807.42;0.00;false
2;3;1570423765.91;174943249.55;403878171.46;0.019900;2.169900;929799620.55;0.00;false
2;4;1386343726.52;127427360.90;424009107.89;0.026100;3.072400;827812865.97;0.00;false
2;5;428046332.87;45281253.08;145434822.75;0.045200;2.977000;265909866.42;0.00;false
2;6;7300472413.52;648964371.56;1901274856.52;0.033400;2.739100;4245954293.82;0.00;false
3;0;3747232648.40;271901764.46;968167588.92;0.021700;3.204200;2144808658.62;0.00;false
3;1;2498203247.80;207226188.01;718502644.85;0.034100;3.230600;1469223914.29;0.00;false
3;2;1435131381.16;128019967.94;441311050.47;0.022600;3.111400;863556945.95;0.00;false
3;3;989553689.97;109134620.23;292278234.10;0.041800;2.521500;598812209.27;0.00;false
3;4;1382899457.13;107299154.71;411315937.47;0.019200;3.491800;820057741.96;0.00;false
3;5;415488845.55;36973868.14;145377160.63;0.041900;3.542900;257225201.09;0.00;false
3;6;6774785352.54;562991895.71;1815280377.54;0.039700;2.999200;3927835979.32;0.00;false
4;0;3351523950.80;293989107.63;804231940.37;0.030700;2.495400;1867783275.55;0.00;false
4;1;2016336294.73;190716320.48;548791989.98;0.025300;2.675800;1176110899.56;0.00;false
4;2;1412367685.91;112532547.03;368359155.88;0.024500;2.972300;818504068.35;0.00;false
4;3;1436482958.29;137078793.24;356073179.96;0.026500;2.442700;819538329.59;0.00;false
4;4;1234313699.66;105776294.77;344495716.72;0.024300;3.011600;717826108.82;0.00;false
4;5;427432243.58;40537618.41;137934557.88;0.044300;3.126700;258742275.06;0.00;false
4;6;7926051811.61;678410217.87;1912222474.14;0.023900;2.609100;4516690925.91;0.00;false
5;0;2812290921.79;233773100.78;727114006.98;0.026200;2.796300;1614584262.84;0.00;false
5;1;2128022855.79;185574249.13;640269478.07;0.025000;3.184700;1258742296.60;0.00;false
5;2;1595918462.42;125694323.61;446975481.53;0.024700;3.292600;938192902.41;0.00;false
5;3;966068368.73;101169255.15;294176650.24;0.041000;2.733200;579771045.47;0.00;false
5;4;1566833678.10;117948165.27;427455362.03;0.020500;3.322900;919703880.22;0.00;false
5;5;606262587.36;55097173.42;210802067.16;0.034600;3.378800;375714248.38;0.00;false
5;6;7215427424.60;574058240.39;1863538858.99;0.034200;3.007800;4173426960.52;0.00;false
6;0;3258057361.50;242183088.69;820187809.10;0.036400;3.046300;1838743488.70;0.00;false
6;1;1820625915.00;173814765.34;538140247.67;0.027900;2.889300;1086314308.94;0.00;false
6;2;1351292358.56;112367057.58;390458139.62;0.038200;3.235300;792657837.27;0.00;false
6;3;1258929176.85;122132057.41;352323067.93;0.032900;2.708300;739413155.69;0.00;false
6;4;1298240225.64;109776127.99;377322664.77;0.025400;3.193400;755806190.24;0.00;false
6;5;551832054.83;49423397.35;180442567.11;0.041400;3.273500;338083723.96;0.00;false
6;6;7903256917.60;601552918.24;2085234747.68;0.037900;3.230800;4515604419.66;0.00;false
7;0;2740654468.93;228470790.51;695073548.65;0.026100;2.747400;1604091781.33;0.00;false
7;1;1889275754.60;176535970.45;516494778.40;0.033400;2.721900;1136639926.17;0.00;false
7;2;1879918979.31;148235002.98;491532044.55;0.020600;3.052000;1127946402.08;0.00;false
7;3;1174423461.40;123275396.00;329740240.16;0.023700;2.497200;714014156.35;0.00;false
7;4;1298362788.45;111674978.19;356771885.60;0.020400;2.959200;788119725.04;0.00;false
7;5;501911002.91;47541477.37;161027358.98;0.048300;3.132200;315553323.33;0.00;false
