Seed;BankId;Deposits;Loans;Capital;NPL;CAR;GovBonds;InterbankNet;Failed
1;0;2977284594.20;268924700.09;722297751.51;0.010500;2.276600;1511239136.92;0.00;false
1;1;1560884152.67;179961129.26;404233428.16;0.009900;2.028900;824744052.44;0.00;false
1;2;1101845705.81;103085874.88;303294977.72;0.011700;2.571600;585430551.58;0.00;false
1;3;1153799324.99;128078291.68;283477295.17;0.013300;2.016000;596946993.10;0.00;false
1;4;1138447987.91;121559206.01;303176118.61;0.007500;2.206700;600801385.60;0.00;false
1;5;481311488.92;57970125.90;150337754.01;0.012500;2.290500;277211048.13;0.00;false
1;6;6237910126.22;636876406.20;1510493246.12;0.009300;2.130700;3193077898.70;0.00;false
2;0;2661841199.96;282345642.35;676578955.69;0.009800;2.058600;1350075437.92;0.00;false
2;1;1729922985.78;199887209.48;453754208.32;0.007400;2.029200;919193975.58;0.00;false
2;2;923745212.63;101652695.80;264675690.39;0.039000;2.341900;502855314.42;0.00;false
2;3;1355946596.99;143822553.72;341321341.08;0.011300;2.124400;705812058.84;0.00;false
2;4;1189732609.72;116313649.81;344969379.54;0.010700;2.564600;625050751.61;0.00;false
2;5;337356126.99;38779750.71;118536137.73;0.011600;2.664700;197460165.60;0.00;false
2;6;6281815130.53;602703983.66;1560549501.81;0.015100;2.311600;3208334944.71;0.00;false
3;0;3249498679.14;284908659.47;803213170.61;0.017900;2.418100;1605169250.46;0.00;false
3;1;2160656897.40;189408525.15;611960520.26;0.033500;2.853200;1094415587.80;0.00;false
3;2;1079573971.06;126696021.82;344822093.39;0.009000;2.349800;596306219.79;0.00;false
3;3;836137790.79;100960040.19;242263365.60;0.028900;2.168200;445596349.95;0.00;false
3;4;1168563605.69;115049446.82;336668547.95;0.016900;2.567300;605522528.32;0.00;false
3;5;337903978.73;37846571.06;118387654.32;0.009600;2.670700;191851510.55;0.00;false
3;6;5932104098.94;560940696.39;1539772939.73;0.020900;2.458700;2976166627.40;0.00;false
4;0;2849851043.26;284433655.70;660505174.56;0.018000;2.002600;1330072373.17;0.00;false
4;1;1720758193.49;200911334.25;441782195.75;0.010800;1.969200;845508950.34;0.00;false
4;2;1175690954.29;119948573.54;289309577.85;0.012100;2.076600;581559484.78;0.00;false
4;3;1238820502.24;138920000.13;284005703.24;0.011200;1.862700;590791261.99;0.00;false
4;4;1053044656.43;101574402.66;278188896.06;0.006400;2.407000;512581669.13;0.00;false
4;5;342107744.89;34062552.94;111218873.37;0.008600;2.748800;184135574.04;0.00;false
4;6;6939963279.28;642188615.51;1566681254.08;0.009000;2.151700;3261094198.16;0.00;false
5;0;2411762514.86;234213965.67;591148818.62;0.009700;2.133200;1255382206.93;0.00;false
5;1;1858953647.19;185946681.54;513192289.66;0.008500;2.435600;988556758.62;0.00;false
5;2;1382414235.54;122050463.64;351994436.35;0.006000;2.558400;733295072.85;0.00;false
5;3;818724827.40;98230268.37;238755449.52;0.014400;2.202400;452478679.53;0.00;false
5;4;1364520356.99;122604054.55;350116318.31;0.008500;2.533900;714996486.52;0.00;false
5;5;471045492.09;57131852.87;160455372.11;0.006200;2.331400;277585193.23;0.00;false
5;6;6210225287.25;597215383.15;1485185298.66;0.009200;2.228200;3240273252.68;0.00;false
6;0;2745311985.80;248211532.80;662391317.18;0.010600;2.255500;1357362389.91;0.00;false
6;1;1522274065.18;178026228.83;431833662.60;0.012000;2.207500;806357615.37;0.00;false
6;2;1149719487.52;107774856.74;313900284.36;0.011400;2.571400;589878267.36;0.00;false
6;3;1078618933.21;116808900.36;291768327.25;0.017900;2.252700;554677755.02;0.00;false
