Seed;BankId;Deposits;Loans;Capital;NPL;CAR;GovBonds;InterbankNet;Failed
1;0;2809672932.46;259776755.14;718757171.48;0.011100;2.282500;1312079172.33;0.00;false
1;1;1467502948.85;165903208.23;417536117.49;0.023100;2.250900;719521927.95;0.00;false
1;2;1056788991.94;104923257.18;311096364.01;0.016300;2.574500;517071090.98;0.00;false
1;3;1106789928.96;122074424.76;289215857.87;0.015500;2.133000;523100492.45;0.00;false
1;4;1092462367.17;112873857.70;329651834.87;0.061000;2.589400;526572166.24;0.00;false
1;5;517180377.72;49604880.22;165544284.84;0.028700;2.888900;262146055.16;0.00;false
1;6;6050563938.06;581013136.23;1539169343.33;0.017500;2.335700;2823635129.24;0.00;false
2;0;2569729694.38;275612461.98;730699134.17;0.034600;2.299800;1224783428.89;0.00;false
2;1;1692965429.21;197626353.44;472842608.57;0.016000;2.134200;832233578.42;0.00;false
2;2;882983799.80;107039750.91;256717054.98;0.018100;2.137700;452734122.06;0.00;false
2;3;1326220894.24;170134577.61;350853310.60;0.019000;1.880200;639729888.42;0.00;false
2;4;1137699314.50;116359591.67;359513138.63;0.015300;2.662800;560333762.90;0.00;false
2;5;330384837.90;43925579.87;127621694.55;0.029200;2.580500;181631310.31;0.00;false
2;6;6105838195.88;657430744.94;1548761109.55;0.013600;2.100600;2904547111.68;0.00;false
3;0;3051864979.47;268393679.57;768126661.42;0.020800;2.387800;1393892386.60;0.00;false
3;1;2070470453.58;194905068.85;585202420.90;0.041200;2.618300;961472902.08;0.00;false
3;2;1130522961.23;124606277.05;342879160.67;0.022200;2.315000;551811544.49;0.00;false
3;3;801278936.32;112295076.52;230894080.43;0.033700;1.861500;394451172.12;0.00;false
3;4;1109079082.47;120277964.13;330023718.68;0.016800;2.407500;530513469.94;0.00;false
3;5;316523820.46;36073517.90;117733247.69;0.033700;2.762500;169054616.84;0.00;false
3;6;5625334221.73;565493698.01;1461480951.69;0.023200;2.280100;2591969478.19;0.00;false
4;0;2726970723.66;268912054.13;666057138.47;0.016800;2.097200;1138762573.03;0.00;false
4;1;1668533227.59;208586161.18;453799568.92;0.016600;1.951600;727104220.36;0.00;false
4;2;1138349599.79;127696069.97;293293695.44;0.012200;1.976600;501987226.05;0.00;false
4;3;1221819335.48;146390928.35;309103535.48;0.017400;1.947600;516252591.56;0.00;false
4;4;1004101489.08;113294115.94;279826252.91;0.008900;2.182800;437944886.11;0.00;false
4;5;329090137.12;37747852.69;113482134.57;0.020000;2.563900;160211574.13;0.00;false
4;6;6737090500.40;706401943.08;1551825113.08;0.012800;1.938900;2818480970.70;0.00;false
5;0;2278803655.49;232847697.87;588829792.00;0.015900;2.111600;1124792052.73;0.00;false
5;1;1779062639.49;181700386.29;526889763.59;0.019700;2.542700;892242893.06;0.00;false
5;2;1330973723.73;128124138.95;354386863.71;0.011800;2.439300;662100331.94;0.00;false
5;3;802647229.16;117378850.61;240127986.28;0.019300;1.870500;410462863.25;0.00;false
5;4;1292140562.46;125395572.90;345211538.27;0.009700;2.425600;640301621.78;0.00;false
5;5;445747052.46;56937315.81;164492851.44;0.012900;2.384000;249883517.13;0.00;false
5;6;6034333715.30;579622702.17;1475368328.00;0.013600;2.253400;2949094102.78;0.00;false
6;0;2588896202.69;253844825.06;625606750.40;0.019000;2.057000;1189090065.11;0.00;false
6;1;1498053104.68;180695148.75;436368103.82;0.019300;2.162500;713999347.17;0.00;false
6;2;1097623873.44;105138913.39;310475793.75;0.019800;2.578600;520291894.46;0.00;false
6;3;1031466584.86;115418121.05;285057874.85;0.024300;2.202300;487341148.92;0.00;false
6;4;1044132517.18;109623989.78;292557725.00;0.023000;2.354400;487507049.17;0.00;false
6;5;411614151.93;46625611.51;145869974.56;0.024300;2.625800;214073927.50;0.00;false
6;6;6643681385.54;619496020.04;1679375095.70;0.020400;2.421100;2982901468.71;0.00;false
7;0;2232226961.74;222468124.19;578511893.34;0.017600;2.185900;1097622808.78;0.00;false
7;1;1556204202.32;169078630.61;420586111.48;0.019800;2.204600;786830874.67;0.00;false
7;2;1572754215.16;145409303.89;404328005.31;0.009200;2.422000;775157409.61;0.00;false
7;3;979083980.23;126694919.07;277071154.50;0.013700;1.973100;497718825.34;0.00;false
7;4;1074847204.25;112095178.37;294628995.63;0.010200;2.325900;540834849.52;0.00;false
7;5;406502326.91;43526000.03;136978372.86;0.020900;2.724200;220813221.54;0.00;false
7;6;6079444056.42;600931905.61;1542549798.41;0.014500;2.289900;2953635859.00;0.00;false
8;0;2361340920.95;243019088.56;624534823.68;0.017800;2.153900;1209785531.10;0.00;false
8;1;1598594240.99;167506067.06;441868842.52;0.015100;2.359500;845616047.17;0.00;false
8;2;1223354332.75;122772024.66;346647774.95;0.014600;2.496100;642658615.90;0.00;false
8;3;1046646088.25;131623302.48;311091566.25;0.018600;2.025500;565918057.64;0.00;false
8;4;802562960.91;98218828.81;230851722.92;0.012800;2.081200;437869510.52;0.00;false
8;5;363227867.86;38900802.25;123467822.85;0.024100;2.721800;210440132.27;0.00;false
8;6;6313295485.37;603781724.38;1586628615.42;0.014000;2.326500;3199470111.91;0.00;false
9;0;3035237815.28;281653854.85;746692876.89;0.013600;2.218700;1386652293.36;0.00;false
9;1;1840644337.95;188451910.85;482960315.72;0.012800;2.244800;871006143.47;0.00;false
9;2;926594144.64;103852936.04;260692284.95;0.014100;2.190900;456427661.76;0.00;false
9;3;872638386.45;108247172.79;268658231.01;0.017700;2.243100;428321178.21;0.00;false
9;4;1165200902.21;134456792.89;311151842.78;0.011700;1.998900;557410219.15;0.00;false
9;5;385701862.36;46349165.09;128032825.84;0.020400;2.419700;199584894.61;0.00;false
9;6;5881175671.06;563941634.35;1469361875.74;0.015300;2.275600;2706573808.10;0.00;false
10;0;2097910638.30;231598214.85;595138877.03;0.019500;2.167700;991385274.16;0.00;false
10;1;1490213192.22;163918087.04;430183757.49;0.013200;2.283800;728889370.11;0.00;false
10;2;1164106571.82;107318288.71;312083075.41;0.012300;2.514200;559293064.26;0.00;false
10;3;984323804.27;118586079.89;279876320.03;0.034600;2.112400;474365599.73;0.00;false
10;4;1249079640.59;127408986.83;310096873.87;0.009700;2.117700;596379785.33;0.00;false
10;5;653150846.71;74973413.45;192402060.21;0.010800;2.259500;317101675.40;0.00;false
10;6;6375074209.77;615094609.63;1594706182.92;0.020100;2.281300;2933118931.76;0.00;false
