Seed;BankId;Deposits;Loans;Capital;NPL;CAR;GovBonds;InterbankNet;Failed
1;0;3218035444.75;255099365.20;802140607.01;0.016800;2.734500;1767562644.40;0.00;false
1;1;1658472178.64;165546278.23;449939720.88;0.019500;2.486900;951288386.92;0.00;false
1;2;1186557007.34;97887135.70;336603770.51;0.018800;3.066900;683760341.40;0.00;false
1;3;1229209251.74;128911160.20;311827924.36;0.030300;2.241300;691072844.14;0.00;false
1;4;1242914537.72;117934231.80;344210649.39;0.015600;2.653400;709156542.98;0.00;false
1;5;597471478.25;53975079.82;176494084.82;0.020400;2.942800;350958893.44;0.00;false
1;6;6734503303.13;603571259.54;1687816951.89;0.018100;2.554800;3732166291.67;0.00;false
2;0;2877446499.20;263219159.96;744840063.20;0.015500;2.483200;1571397552.77;0.00;false
2;1;1889195081.29;203383990.46;501672333.21;0.010700;2.251300;1072220481.89;0.00;false
2;2;1013572743.72;105115662.27;292763530.99;0.022600;2.559600;586330412.28;0.00;false
2;3;1483083731.57;160179389.72;373622800.16;0.013900;2.148600;827231220.48;0.00;false
2;4;1281870313.87;119975789.82;379708405.19;0.012900;2.833600;729609218.95;0.00;false
2;5;388543790.92;45074391.45;132288340.33;0.027700;2.661000;232422597.95;0.00;false
2;6;6791215439.74;624191799.75;1733498181.99;0.020700;2.549100;3727973611.53;0.00;false
3;0;3459392159.83;265958635.27;871809761.95;0.027100;2.873100;1867552436.79;0.00;false
3;1;2330248254.12;202989969.08;647993243.60;0.025900;2.909300;1286448796.91;0.00;false
3;2;1314161426.27;136468109.86;389112355.42;0.012600;2.524800;750216694.94;0.00;false
3;3;913948503.65;106177290.41;264019390.38;0.029800;2.306200;523832175.51;0.00;false
3;4;1248818022.60;120008874.70;368150641.27;0.020100;2.787800;707977679.95;0.00;false
3;5;378023804.60;35879679.83;132010934.34;0.047300;3.248200;224976654.33;0.00;false
3;6;6333547095.64;558994219.05;1631954011.93;0.024700;2.660700;3445360542.53;0.00;false
4;0;3124023865.31;292706045.10;748837271.41;0.017000;2.297400;1635892572.99;0.00;false
4;1;1863260208.00;205691787.13;493360897.93;0.013600;2.203800;1027161106.30;0.00;false
4;2;1337343680.21;120696274.17;330553508.94;0.012900;2.447300;723998649.54;0.00;false
4;3;1351812943.68;140878804.07;316306951.94;0.013900;2.083800;722760659.05;0.00;false
4;4;1167040625.34;113655996.60;303389532.33;0.008500;2.431800;632066365.44;0.00;false
4;5;391679516.68;44096765.54;125692354.24;0.027300;2.582600;225950472.12;0.00;false
4;6;7404269420.61;710898368.54;1708010716.37;0.013200;2.195500;3938761721.12;0.00;false
5;0;2596997146.73;241439736.70;654060727.36;0.012800;2.376100;1438766365.34;0.00;false
5;1;1972758561.36;181214157.64;573460012.77;0.015900;2.863200;1121126548.11;0.00;false
5;2;1473828473.51;121260759.24;387581482.31;0.010200;2.894100;833819050.72;0.00;false
5;3;894003747.57;101807347.42;267179040.18;0.020300;2.437400;519108806.16;0.00;false
5;4;1469711262.85;115165746.71;385219684.99;0.012200;2.999200;821526833.04;0.00;false
5;5;480393620.37;59512548.10;181689263.88;0.019600;2.682500;308822362.06;0.00;false
5;6;6784350584.22;585418161.03;1660761634.40;0.016100;2.589800;3751565867.48;0.00;false
6;0;2990301539.33;251822258.94;731155614.30;0.018500;2.539200;1622984148.23;0.00;false
6;1;1697533111.71;171223720.69;494378565.67;0.022200;2.647500;960432039.77;0.00;false
6;2;1253093705.12;106098593.25;348844504.47;0.020500;2.980400;705162080.00;0.00;false
6;3;1188993944.68;120270775.39;335281170.53;0.031700;2.604400;666838614.51;0.00;false
6;4;1210397996.86;110625486.65;344343823.11;0.022600;2.851000;670454519.08;0.00;false
6;5;499714294.84;43429498.04;167151010.29;0.028600;3.326700;296107092.54;0.00;false
6;6;7375091762.71;601829638.29;1867369123.82;0.023900;2.846400;4016896791.74;0.00;false
7;0;2542388638.57;229948364.29;636228235.27;0.016900;2.441200;1410901179.35;0.00;false
7;1;1746895929.56;184491536.05;471382844.91;0.014500;2.364100;1012010793.29;0.00;false
7;2;1763592893.00;142526428.79;447076016.24;0.011900;2.812100;994206326.22;0.00;false
7;3;1111596567.81;120585768.37;309759058.73;0.018500;2.364500;635113541.67;0.00;false
7;4;1219806106.31;116131217.79;322719150.84;0.015100;2.546300;698426821.56;0.00;false
7;5;471154960.10;45591671.19;149538907.50;0.036600;2.970700;280845098.81;0.00;false
7;6;6736608884.69;592137733.44;1708710841.11;0.016300;2.639200;3752505457.51;0.00;false
8;0;2695418107.75;241904678.43;702454780.19;0.016900;2.551400;1543055440.62;0.00;false
8;1;1841950419.48;174738589.86;500890592.31;0.018000;2.640700;1077405368.83;0.00;false
8;2;1371490426.18;120082577.88;387220551.45;0.016500;2.937500;806253287.90;0.00;false
8;3;1224255731.84;124759518.04;353951456.65;0.056100;2.535300;728596930.78;0.00;false
8;4;921294062.58;87983152.15;262173564.52;0.017600;2.696900;555363004.16;0.00;false
8;5;427173638.39;42641517.54;137662406.59;0.028000;2.930600;264469319.94;0.00;false
8;6;6981369494.82;604415979.33;1806712885.10;0.020900;2.745400;4000305397.69;0.00;false
9;0;3463740808.84;282917047.61;876611355.75;0.023400;2.752500;1882377271.72;0.00;false
9;1;2044821891.82;195087022.09;513842879.38;0.011500;2.382800;1163977896.91;0.00;false
9;2;1036933818.70;98986938.28;288026002.64;0.041200;2.613800;601955107.12;0.00;false
9;3;1000364753.49;102153351.96;288294825.44;0.015400;2.594500;577531721.63;0.00;false
9;4;1347408905.47;113363201.14;347900724.04;0.013100;2.667600;766855901.44;0.00;false
9;5;455142955.45;41856505.42;141989027.04;0.029300;3.002600;268417813.16;0.00;false
9;6;6557874770.64;553283786.38;1617770394.23;0.016900;2.635300;3605650977.10;0.00;false
10;0;2449145670.22;220379825.06;681991360.07;0.022800;2.715800;1329133762.14;0.00;false
10;1;1742058875.63;171272718.54;505472010.69;0.022400;2.657700;978814668.79;0.00;false
10;2;1328396205.07;99073776.50;357092706.83;0.015700;3.211800;740406349.62;0.00;false
10;3;1136384513.43;120866848.76;324051190.68;0.044700;2.494800;631338585.44;0.00;false
10;4;1415674649.25;129707615.17;360276136.46;0.024200;2.520400;796792359.07;0.00;false
10;5;742389961.49;64674715.60;218363416.18;0.017400;3.049900;421097523.38;0.00;false
10;6;7140694156.62;623336097.74;1795765320.15;0.018000;2.617500;3882581853.31;0.00;false
